municipality,year,election_type,expected,provenance,native_url,hosted_url,source,confidence,verification,priority,pdf_filename,has_pdf,has_json,status,markdown_url,conversion_method,known_bad_url,coverage_state,source_kind
Ashburnham,2025,regular,yes,LEO,https://www.ashburnham-ma.gov/DocumentCenter/View/2326/2025-Election-Results,https://jamesnicholsworley.github.io/civicatlasma/pdfs/Ashburnham2025_d0.pdf,scraper_sheet9,spraped,"date CORRECTED 2025-05-06 -> 2025-04-29 on 2026-08-24: CORRECTION: the record read 2025-05-06 and the town's own warrant says otherwise -- ""WARRANT - 2025 Town Election / Tuesday the 29th day of April, 2025 / at 9:00 a.m. until 8:00 p.m."" (a scan, read at",70,Ashburnham2025_d0.pdf,yes,yes,hosted,https://jamesnicholsworley.github.io/civicatlasma/markdown/Ashburnham2025.md,docling-2.66.0,,published,official
Ashburnham,2026,regular,yes,custom-search,https://ashburnham-ma.gov/DocumentCenter/View/2718/Official-Election-Results-2026,,harvest-lead:sha256,,citation_proven_against_held_pdf,,,no,no,pdf_hosted,,,,published,official
Ashby,2021,regular,yes,ATR,https://drive.google.com/uc?export=download&id=1DUlVVGaRnzPpp3_KX17Bn6P_gvfs2zq0,https://jamesnicholsworley.github.io/civicatlasma/pdfs/Ashby2021_d0.pdf,dive_atr,high,atr_cropped,90,Ashby2021_d0.pdf,yes,yes,pdf_hosted,,,,published,official
Ashby,2022,regular,yes,ATR,https://drive.google.com/uc?export=download&id=17Fdp0LJbSLHJ7LOtSzAOUV0y2Rd-rHcC,https://jamesnicholsworley.github.io/civicatlasma/pdfs/Ashby2022_d0.pdf,dive_atr,high,atr_cropped,90,Ashby2022_d0.pdf,yes,yes,pdf_hosted,,,,published,official
Ashby,2023,regular,yes,ATR,https://drive.google.com/uc?export=download&id=1YRzQb19zslqov98vFBRoHiBmDaEP5ncP,https://jamesnicholsworley.github.io/civicatlasma/pdfs/Ashby2023_d0.pdf,dive_atr,manual,atr_cropped,95,Ashby2023_d0.pdf,yes,yes,pdf_hosted,,,,published,official
Ashby,2024,regular,yes,LEO,https://archives.lib.state.ma.us/server/api/core/bitstreams/8eb542bc-63af-4644-abe2-c634221df2ec/content,,collect-page,high,"REPOINTED 2026-09-03: The record was the 2026 election. Ashby 2024 cited `ci.ashby.ma.us/2024/04/23/unofficial-results-annual-town-election/` -- a permalink with 2024 in its path -- and that URL now serves `Unofficial Results of the Annual Town Election, April 27, 2026`, because the town runs WordPress and the 2026 post reused the slug. The 2024 post is gone; a site search returns only the June 2024 special and the November 2024 state election. Replaced from the town's own Annual Report for 2024 (State Library), pp. 107-109, which prints RESULTS OF ANNUAL TOWN ELECTION April 22, 2024 -- note the 22nd, not the 23rd the record carried. Every contest closes on the 230 ballots the clerk records at the close of the polls, and Library Trustee on 690, which is three seats. The one exception is Finance Committee 1YR, where the report prints `Blanks 459` against its own `Total Ballots Cast 230`: 459 is the line above repeated, and 1 write-in plus 229 blanks is the 230 the same block states.",90,Ashby2024_d0.pdf,no,yes,hosted,https://jamesnicholsworley.github.io/civicatlasma/markdown/Ashby2024.md,trafilatura,https://ci.ashby.ma.us/2024/04/23/unofficial-results-annual-town-election/,published,official
Ashby,2025,regular,yes,NEWS,https://ashby-ma-us.blogspot.com/2025/04/unofficial-results-of-annual-town.html,,manual,high,runner_fetch2,90,Ashby2025_d0.pdf,no,yes,hosted,https://jamesnicholsworley.github.io/civicatlasma/markdown/Ashby2025.md,docling-html,,published,news
Ashby,2026,regular,yes,cohort-2026,https://ci.ashby.ma.us/2026/04/28/unofficial-results-annual-town-election/,,,,,,,no,yes,hosted,,,,published,official
Ashfield,2021,regular,yes,NEWS,https://recorder.com/2021/06/08/incumbent-keeps-school-committee-seat-debt-exclusions-approved-in-ashfield-election-40825254/,https://jamesnicholsworley.github.io/civicatlasma/pdfs/Ashfield2021_d0.pdf,manual,medium,ocr_triage:wrong_doc,70,Ashfield2021_d0.pdf,yes,yes,hosted,,,,published,news
Ashfield,2022,regular,yes,owner-supplied-2026-08-23-small_towns_ingest_3,https://ashfield.org/DocumentCenter/View/8209/Results-Local-Election-20220507,https://jamesnicholsworley.github.io/civicatlasma/pdfs/Ashfield2022_d0.pdf,manual,low,manual_ingest,70,Ashfield2022_d0.pdf,yes,no,pdf_hosted,,,https://ashfield.org/DocumentCenter/View/3860/Annual-Town-Report---2017-PDF https://jamesnicholsworley.github.io/civicatlasma/pdfs/Ashfield2022.pdf,published,other
Ashfield,2023,regular,yes,LEO,https://www.ashfield.org/DocumentCenter/View/9161/Local-election-results-20230506,https://jamesnicholsworley.github.io/civicatlasma/pdfs/Ashfield2023_d0.pdf,manual_sources,manual,,95,Ashfield2023_d0.pdf,yes,yes,hosted,https://jamesnicholsworley.github.io/civicatlasma/markdown/Ashfield2023.md,pypdf,,published,other
Ashfield,2024,regular,yes,LEO,https://ashfield.org/DocumentCenter/View/10043/Ashfield-Town-Election-Results---May-4-2024,https://jamesnicholsworley.github.io/civicatlasma/pdfs/Ashfield2024_d0.pdf,verified_yes,high,YES,90,Ashfield2024_d0.pdf,yes,yes,hosted,https://jamesnicholsworley.github.io/civicatlasma/markdown/Ashfield2024.md,pypdf,,published,other
Ashfield,2025,regular,yes,LEO,https://ashfield.org/DocumentCenter/View/11014/Ashfield-May-3-2025-Election-results,https://jamesnicholsworley.github.io/civicatlasma/pdfs/Ashfield2025_d0.pdf,verified_yes,high,YES,90,Ashfield2025_d0.pdf,yes,yes,hosted,https://jamesnicholsworley.github.io/civicatlasma/markdown/Ashfield2025.md,pypdf,,published,other
Ashfield,2026,regular,yes,catalog,https://ashfield.org/DocumentCenter/View/12132,https://jamesnicholsworley.github.io/civicatlasma/pdfs/Ashfield2026_d0.pdf,manual,,manual_ingest,,Ashfield2026_d0.pdf,yes,no,pdf_hosted,,,,published,
Ashland,2021,regular,yes,LEO,https://www.ashlandmass.com/DocumentCenter/View/7891/Certified-Election-Results-May-18-2021-Annual-Town-Election,https://jamesnicholsworley.github.io/civicatlasma/pdfs/Ashland2021_d0.pdf,manual_sources,manual,,95,Ashland2021_d0.pdf,yes,yes,hosted,https://jamesnicholsworley.github.io/civicatlasma/markdown/Ashland2021.md,docling-2.66.0,,published,other
Ashland,2022,regular,yes,LEO,https://www.ashlandmass.com/DocumentCenter/View/9931/OFFICIAL-RESULTS-FOR-MAY-17-2022-ATE-ctl,https://jamesnicholsworley.github.io/civicatlasma/pdfs/Ashland2022_d0.pdf,manual_sources,manual,,95,Ashland2022_d0.pdf,yes,yes,hosted,https://jamesnicholsworley.github.io/civicatlasma/markdown/Ashland2022.md,pypdf,,published,other
Ashland,2023,regular,yes,LEO,https://www.ashlandmass.com/DocumentCenter/View/11941/UNOFFICIAL-RESULTS-FOR-MAY-16-2023-ATExlsx,https://jamesnicholsworley.github.io/civicatlasma/pdfs/Ashland2023_d0.pdf,manual_sources,manual,,95,Ashland2023_d0.pdf,yes,yes,hosted,https://jamesnicholsworley.github.io/civicatlasma/markdown/Ashland2023.md,pypdf,,published,other
Ashland,2024,regular,yes,LEO,https://www.ashlandmass.com/DocumentCenter/View/13901/Official-Results-for-May-21-2024-Annual-Town-Election,https://jamesnicholsworley.github.io/civicatlasma/pdfs/Ashland2024_d0.pdf,manual_sources,manual,,95,Ashland2024_d0.pdf,yes,yes,hosted,https://jamesnicholsworley.github.io/civicatlasma/markdown/Ashland2024.md,pypdf,,published,other
Ashland,2025,regular,yes,LEO,https://www.ashlandmass.com/DocumentCenter/View/15235/Official-Results-for-May-20-2025-Annual-Town-Election,https://jamesnicholsworley.github.io/civicatlasma/pdfs/Ashland2025_d0.pdf,manual_sources,manual,,95,Ashland2025_d0.pdf,yes,yes,hosted,https://jamesnicholsworley.github.io/civicatlasma/markdown/Ashland2025.md,pypdf,,published,other
Ashland,2026,regular,yes,custom-search,https://www.ashlandmass.com/DocumentCenter/View/16685,,fleet:docsweep,,citation_from_fetched_return,,,no,no,pdf_hosted,,,,published,official
Athol,2021,regular,yes,LEO,https://www.athol-ma.gov/sites/g/files/vyhlif2741/f/news/athol_election_results_4-5-2021_0.pdf,https://jamesnicholsworley.github.io/civicatlasma/pdfs/Athol2021_d0.pdf,manual,medium,manual_ingest,70,Athol2021_d0.pdf,yes,yes,pdf_hosted,,,,published,official
Athol,2022,regular,yes,LEO,https://web.archive.org/web/20220405014741id_/https://www.athol-ma.gov/sites/g/files/vyhlif2741/f/news/athol_election_results_4-4-2022.pdf,,collect-web,medium,duplicate:file declares Royalston,70,Athol2022_d0.pdf,no,no,missing,,pypdf,https://gardnermagazine.com/wp-content/uploads/2022/05/RoyalstonMA-electionresults-040422.pdf https://jamesnicholsworley.github.io/civicatlasma/pdfs/Athol2022.pdf,published,official
Athol,2023,regular,yes,NEWS,https://www.atholdailynews.com/Town-Elections-in-Athol-Royalston-50495540,,manual_sources,manual,wayback_render,95,Athol2023_d0.pdf,no,yes,hosted,https://jamesnicholsworley.github.io/civicatlasma/markdown/Athol2023.md,wayback+docling-2.66.0,,published,news
Athol,2024,regular,yes,LEO,https://web.archive.org/web/20240406084119id_/https://www.athol-ma.gov/sites/g/files/vyhlif2741/f/news/athol_election_results_4-1-2024.pdf,,manual,high,ocr_triage:wrong_doc,90,,no,no,published,,,https://www.athol-ma.gov/home/files/unofficial-results-town-of-athol-november-5-2024-state-election,published,official
Athol,2025,regular,yes,LEO,https://web.archive.org/web/20250430234421id_/https://www.athol-ma.gov/sites/g/files/vyhlif2741/f/uploads/athol_election_results_4-7-2025.pdf,https://jamesnicholsworley.github.io/civicatlasma/pdfs/Athol2025_d0.pdf,manual,high,manual_ingest | CITATION REPAIRED 2026-08-21 (Wayback capture cited): 200 via curl_cffi chrome; PDF p1 reads ANNUAL TOWN ELECTION RESULTS TOWN OF ATHOL APRIL 7 2025,70,Athol2025_d0.pdf,yes,yes,pdf_hosted,,,,published,official
Athol,2026,regular,yes,custom-search,https://franklincountynow.com/news/216612-athol-voters-soundly-defeat-overrides-raymond-blake-elected-to-selectboard/,,,,"citation found 2026-08-23 by overlap: 98% of the held reading's words and 100% of its 7 tallies are on this page, and 25% of the page is in the reading",,,no,no,hosted,,,,published,news
Attleboro,2021,regular,yes,LEO,https://www.wpri.com/wp-content/uploads/sites/23/2021/11/Attleboro-Municipal-Election-11-2-2021-Unofficial-Results.pdf,https://jamesnicholsworley.github.io/civicatlasma/pdfs/Attleboro2021_d0.pdf,manual_sources,manual,,95,Attleboro2021_d0.pdf,yes,yes,hosted,https://jamesnicholsworley.github.io/civicatlasma/markdown/Attleboro2021.md,docling-2.66.0,,published,other
Attleboro,2022,regular,no,CITY_ODD_YEAR_CYCLE,,,,,,,Attleboro2022_d0.pdf,,no,no_election,,,,no_election,other
Attleboro,2023,regular,yes,LEO,https://www.cityofattleboro.us/DocumentCenter/View/8671/All-Wards-Unofficial-Results,https://jamesnicholsworley.github.io/civicatlasma/pdfs/Attleboro2023_d0.pdf,manual_sources,manual,,95,Attleboro2023_d0.pdf,yes,yes,hosted,https://jamesnicholsworley.github.io/civicatlasma/markdown/Attleboro2023.md,docling-2.66.0,,published,official
Attleboro,2024,regular,no,CITY_ODD_YEAR_CYCLE,,,,,,,Attleboro2024_d0.pdf,,no,no_election,,,,no_election,other
Attleboro,2025,regular,yes,LEO,https://cityofattleboro.us/DocumentCenter/View/13416/Unofficial-Results-20251104-Municipal-Election,https://jamesnicholsworley.github.io/civicatlasma/pdfs/Attleboro2025_d0.pdf,manual_city,manual,manual,100,Attleboro2025_d0.pdf,yes,yes,hosted,https://jamesnicholsworley.github.io/civicatlasma/markdown/Attleboro2025.md,docling-2.66.0,,published,official
Attleboro,2026,regular,no,,,,,,"no_election: even-year row seeded from the 2024 cohort, 2026-08-19",,,,,,,,,no_election,other
Auburn,2021,regular,yes,LEO,https://www.auburnma.gov/ArchiveCenter/ViewFile/Item/1499,https://jamesnicholsworley.github.io/civicatlasma/pdfs/Auburn2021_d0.pdf,manual_sources,manual,,95,Auburn2021_d0.pdf,yes,yes,hosted,https://jamesnicholsworley.github.io/civicatlasma/markdown/Auburn2021.md,pypdf,,published,official
Auburn,2022,regular,yes,LEO,https://www.auburnma.gov/ArchiveCenter/ViewFile/Item/1528,https://jamesnicholsworley.github.io/civicatlasma/pdfs/Auburn2022_d0.pdf,manual_sources,manual,,95,Auburn2022_d0.pdf,yes,yes,hosted,https://jamesnicholsworley.github.io/civicatlasma/markdown/Auburn2022.md,pypdf,,published,official
Auburn,2023,regular,yes,LEO,https://www.auburnma.gov/Archive.aspx?ADID=1775,https://jamesnicholsworley.github.io/civicatlasma/pdfs/Auburn2023_d0.pdf,crawl,manual,auto_resourced,95,Auburn2023_d0.pdf,yes,yes,hosted,https://jamesnicholsworley.github.io/civicatlasma/markdown/Auburn2023.md,pypdf,,published,official
Auburn,2024,regular,yes,LEO,https://www.pakachoaggolfcourse.com/DocumentCenter/View/14358/UNOFFICIAL-election-Results-May-21-2024-PDF,https://jamesnicholsworley.github.io/civicatlasma/pdfs/Auburn2024_d0.pdf,manual_sources,manual,,95,Auburn2024_d0.pdf,yes,yes,hosted,https://jamesnicholsworley.github.io/civicatlasma/markdown/Auburn2024.md,docling-2.66.0,,published,other
Auburn,2025,regular,yes,LEO,https://www.auburnma.gov/Archive.aspx?ADID=1780,https://jamesnicholsworley.github.io/civicatlasma/pdfs/Auburn2025_d0.pdf,crawl,manual,crawl_verified,95,Auburn2025_d0.pdf,yes,yes,hosted,https://jamesnicholsworley.github.io/civicatlasma/markdown/Auburn2025.md,pypdf(recrawl),,published,official
Auburn,2026,regular,yes,cohort-2026,https://auburnma.gov/DocumentCenter/View/20023/May-19-2026-Official-Election-Results,,,,,,,no,yes,hosted,,,,published,official
Avon,2021,regular,yes,LEO,https://www.avon-ma.gov/DocumentCenter/View/3028/April-13-2021-Local-Election,https://jamesnicholsworley.github.io/civicatlasma/pdfs/Avon2021_d0.pdf,crawl,high,crawl_verified,90,Avon2021_d0.pdf,yes,yes,hosted,,pdf_only(needs_ocr),,published,official
Avon,2022,regular,yes,LEO,https://www.avon-ma.gov/DocumentCenter/View/3022/April-12-2022-Local-Election,https://jamesnicholsworley.github.io/civicatlasma/pdfs/Avon2022_d0.pdf,crawl,high,crawl_verified,70,Avon2022_d0.pdf,yes,yes,hosted,https://jamesnicholsworley.github.io/civicatlasma/markdown/Avon2022.md,pypdf(recrawl),,published,official
Avon,2023,regular,yes,LEO,https://www.avon-ma.gov/sites/g/files/vyhlif271/f/uploads/april_11_2023_results_final.pdf,https://jamesnicholsworley.github.io/civicatlasma/pdfs/Avon2023_d0.pdf,manual_sources,manual,,95,Avon2023_d0.pdf,yes,yes,hosted,https://jamesnicholsworley.github.io/civicatlasma/markdown/Avon2023.md,pypdf,,published,official
Avon,2024,regular,yes,LEO,https://www.avon-ma.gov/DocumentCenter/View/3016/April-9-2024-Local-Election,https://jamesnicholsworley.github.io/civicatlasma/pdfs/Avon2024_d0.pdf,crawl,high,crawl_verified,90,Avon2024_d0.pdf,yes,yes,hosted,https://jamesnicholsworley.github.io/civicatlasma/markdown/Avon2024.md,pypdf(recrawl),,published,official
Avon,2025,regular,yes,LEO,https://www.avon-ma.gov/DocumentCenter/View/3014/April-8-2025-Local-Election,https://jamesnicholsworley.github.io/civicatlasma/pdfs/Avon2025_d0.pdf,crawl,high,crawl_verified,90,Avon2025_d0.pdf,yes,yes,hosted,https://jamesnicholsworley.github.io/civicatlasma/markdown/Avon2025.md,pypdf(recrawl),,published,official
Avon,2026,regular,yes,custom-search,https://www.avon-ma.gov/DocumentCenter/View/7711/April-14-2026-Local-Election,,custom-search:recovered,,citation_recovered_by_rerunning_the_search_that_found_it; document text matches the held copy,,,no,no,pdf_hosted,,,,published,official
Ayer,2021,regular,yes,LEO,https://web.archive.org/web/20210512020521id_/https://www.ayer.ma.us/about-ayer/news/election-results-may-11-2021,,manual,high,"wrongyear:document dated 2013-04-30, no_row",90,Ayer2021_d0.pdf,no,no,missing,,,https://www.ayer.ma.us/sites/g/files/vyhlif2756/f/uploads/annual_town_report_2024.pdf https://jamesnicholsworley.github.io/civicatlasma/pdfs/Ayer2021.pdf,published,official
Ayer,2022,regular,yes,ATR,https://www.ayer.ma.us/sites/g/files/vyhlif2756/f/uploads/2022_annual_report_digital.pdf,,atr_crop,high,atr_cropped,90,,no,no,hosted,,pypdf,,published,official
Ayer,2023,regular,yes,LEO,https://www.ayer.ma.us/192/Election-Results,,exa,manual,auto_resourced,95,Ayer2023_d0.pdf,,yes,hosted,https://jamesnicholsworley.github.io/civicatlasma/markdown/Ayer2023.md,playwright+docling-2.66.0,,published,official
Ayer,2024,regular,yes,LEO,https://www.ayer.ma.us/DocumentCenter/View/465/Annual-Election---Offical-Election-Results-May-14-2024-PDF,https://jamesnicholsworley.github.io/civicatlasma/pdfs/Ayer2024_d0.pdf,crawl,high,crawl_verified,90,Ayer2024_d0.pdf,yes,yes,hosted,https://jamesnicholsworley.github.io/civicatlasma/markdown/Ayer2024.md,pypdf(recrawl),,published,official
Ayer,2025,regular,yes,LEO,https://www.ayer.ma.us/DocumentCenter/View/400/Annual-Official-Town-Election-Tally-Sheet-05132025-PDF,https://jamesnicholsworley.github.io/civicatlasma/pdfs/Ayer2025_d0.pdf,crawl,high,"auto_resourced | CERTIFIED UPGRADE 2026-08-21: replaced the unofficial/preliminary source with the town's official document (""Town of Ayer Official Election Results / Annual Town Electi). The official names the write-in winner (Joshua Beausoleil 5) where the held record had an undifferentiated Others 40, which appears nowhere in the official sheet. Library Trustee Blanks 163 -> 198.",90,Ayer2025_d0.pdf,yes,yes,hosted,https://jamesnicholsworley.github.io/civicatlasma/markdown/Ayer2025.md,pypdf,,published,official
Ayer,2026,regular,yes,cohort-2026,https://www.ayer.ma.us/DocumentCenter/View/14258/Annual-Town-Election-Official-Results-05122026,,,,,,,no,yes,hosted,,,,published,official
Barnstable,2021,regular,yes,LEO,https://town.barnstable.ma.us/Departments/TownClerk/Results/Unofficial_TownBarnstable2021ElectionResults.pdf,https://jamesnicholsworley.github.io/civicatlasma/pdfs/Barnstable2021_d0.pdf,manual_sources,manual,,95,Barnstable2021_d0.pdf,yes,yes,hosted,https://jamesnicholsworley.github.io/civicatlasma/markdown/Barnstable2021.md,docling-2.66.0,,published,official
Barnstable,2022,regular,no,CITY_ODD_YEAR_CYCLE,,,,,,,Barnstable2022_d0.pdf,,no,no_election,,,,no_election,other
Barnstable,2023,regular,yes,LEO,https://town.barnstable.ma.us/Departments/TownClerk/Results/110723/Town%20of%20Barnstable%20Official%20Election%20Results%20NOV%202023.pdf,https://jamesnicholsworley.github.io/civicatlasma/pdfs/Barnstable2023_d0.pdf,manual_sources,manual,,95,Barnstable2023_d0.pdf,yes,yes,hosted,https://jamesnicholsworley.github.io/civicatlasma/markdown/Barnstable2023.md,pypdf,,published,official
Barnstable,2024,regular,no,CITY_ODD_YEAR_CYCLE,,,,,,,Barnstable2024_d0.pdf,,no,no_election,,,,no_election,other
Barnstable,2025,regular,yes,LEO,https://tobweb.town.barnstable.ma.us/ElectionResults/OFFICIAL%20Results%20Municipal%20Election%20November%204%202025.pdf,https://jamesnicholsworley.github.io/civicatlasma/pdfs/Barnstable2025_d0.pdf,manual_city,manual,manual,100,Barnstable2025_d0.pdf,yes,yes,hosted,https://jamesnicholsworley.github.io/civicatlasma/markdown/Barnstable2025.md,pypdf,,published,official
