town,town_norm,community_type,priority,board,doctype,year,verdict,topic_hits,vote_hits,body_hits,topic_pages,npages,url,kind,err
Maynard,maynard,MBTA adjacent,1,town_meeting,minutes,,NO,0,617,135,,60,https://townofmaynard-ma.gov/DocumentCenter/View/3902/Official-Town-Meeting-Minutes,file,
Maynard,maynard,MBTA adjacent,1,town_meeting,minutes,2023,NO,0,116,46,,16,https://townofmaynard-ma.gov/DocumentCenter/View/2335,file,
Maynard,maynard,MBTA adjacent,1,town_meeting,minutes,2023,NO,0,414,185,,77,https://www.townofmaynard-ma.gov/DocumentCenter/View/1923/Official-Minutes-of-ATM-05-15-2023,file,
Maynard,maynard,MBTA adjacent,1,town_meeting,minutes,2024,CONFIRMED,6,359,103,"41,45,46,47",57,https://townofmaynard-ma.gov/DocumentCenter/View/3037/Official-Minutes-of-ATM-5-20-2024,file,
Maynard,maynard,MBTA adjacent,1,town_meeting,minutes,2024,NO,0,105,19,,10,https://townofmaynard-ma.gov/DocumentCenter/View/3524/Official-Minutes-of-Special-Town-Meeting-10-7-24,file,
Maynard,maynard,MBTA adjacent,1,town_meeting,minutes,2025,NO,0,163,52,,26,https://townofmaynard-ma.gov/DocumentCenter/View/4182,file,
Maynard,maynard,MBTA adjacent,1,town_meeting,warrant,,FETCH_FAIL,0,0,0,,0,http://www.townofmaynard-ma.gov/Pages/MaynardMA_BOS/maynardwarrant.pdf,file,HTTPError
Maynard,maynard,MBTA adjacent,1,town_meeting,warrant,,FETCH_FAIL,0,0,0,,0,http://www.townofmaynard-ma.gov/documents/stm-warrant-20150507.pdf,file,HTTPError
Maynard,maynard,MBTA adjacent,1,town_meeting,warrant,,NO,0,69,48,,19,https://townofmaynard-ma.gov/DocumentCenter/View/1086/Special-Town-Meeting-Warrant-PDF,file,
Maynard,maynard,MBTA adjacent,1,town_meeting,warrant,,NO,0,91,119,,53,https://townofmaynard-ma.gov/DocumentCenter/View/1090/Annual-Town-Meeting-Warrant-PDF,file,
Medfield,medfield,MBTA adjacent,5,,,,TOPIC_ONLY,1,0,0,1,1,http://www.town.medfield.net/DocumentCenter/View/7764/MBTA-CommunitiesMSH-Impact-,file,
Medfield,medfield,MBTA adjacent,5,,,,NO,0,4,0,,0,https://town.medfield.net/DocumentCenter/View/6766,file,
Medfield,medfield,MBTA adjacent,5,,,2023,CONFIRMED,10,2,4,"1,2,3",5,https://town.medfield.net/DocumentCenter/View/6767/Action-Plan-for-MBTA-Communities-01-17-23-Submission-pdf,file,
Medfield,medfield,MBTA adjacent,5,planning_board,,,NO,0,4,2,,3,https://town.medfield.net/ImageRepository/Document?documentID=760,file,
Medfield,medfield,MBTA adjacent,5,zoning,,,CONFIRMED,12,1,17,1,0,https://town.medfield.net/2178/MBTA-Communities-Multi-Family-Zoning-Req,page,
Medfield,medfield,MBTA adjacent,1,town_meeting,warrant,,NO,0,1,0,,1,http://town.medfield.net/DocumentCenter/View/2779/Map-for-Art-29---BASEMAPS-for-Warrant-PDF,file,
Medfield,medfield,MBTA adjacent,1,town_meeting,warrant,,NO,0,100,53,,42,http://town.medfield.net/DocumentCenter/View/3349/Special-Town-Meeting-Warrant-Report-PDF,file,
Medfield,medfield,MBTA adjacent,1,town_meeting,warrant,,NO,0,65,13,,34,http://town.medfield.net/DocumentCenter/View/3350/Special-Town-Meeting-Warrant-PDF,file,
Medfield,medfield,MBTA adjacent,1,town_meeting,warrant,,NO,0,2,1,,24,http://town.medfield.net/DocumentCenter/View/4337/Presentation-to-Warrant-Committee---5182020pdf,file,
Medfield,medfield,MBTA adjacent,1,town_meeting,warrant,,NO,0,29,41,,65,http://town.medfield.net/DocumentCenter/View/4340/Warrant-Committe-Budget-Book-1272020pdf,file,
Medford,medford,subway or light rail,1,town_meeting,warrant,,NO,0,0,0,,1,https://resources.finalsite.net/images/v1543531216/highlineschoolsorg/dfmrsmin0vht8kxopoth/PayrollwarrantNovember18.pdf,file,
Medway,medway,MBTA adjacent,5,,,,PROBABLE,2,0,1,1,0,https://medwayma.gov/39-west-street-development-plan-approval-in-accordance-with-gl-c-40a-3a,page,
Medway,medway,MBTA adjacent,5,,,,PROBABLE,7,0,3,1,0,https://medwayma.gov/mbta-communities-law,page,
Medway,medway,MBTA adjacent,5,,,,PROBABLE,6,0,2,1,0,https://medwayma.gov/mbta-communities-law-pedb-special-meeting-862024,page,
Medway,medway,MBTA adjacent,5,,,,PROBABLE,7,0,3,1,0,https://townofmedway.org/mbta-communities-law,page,
Medway,medway,MBTA adjacent,5,,,2023,FETCH_FAIL,0,0,0,,0,https://www.townofmedway.org/sites/g/files/vyhlif8006/f/news/mbta_communities_public_info_doc_11.13.23.pdf,file,HTTPError
Medway,medway,MBTA adjacent,5,,,2024,FETCH_FAIL,0,0,0,,0,https://www.townofmedway.org/sites/g/files/vyhlif12846/f/uploads/mbta-communities-ballot-vote_6-7-24-healey_ltr_7.16.24.pdf,file,HTTPError
Medway,medway,MBTA adjacent,5,,notice,,CONFIRMED,4,1,1,1,0,https://medwayma.gov/news-and-notices/have-you-heard-of-the-mbta-communities-law,page,
Medway,medway,MBTA adjacent,5,,notice,,CONFIRMED,2,1,1,1,0,https://medwayma.gov/news-and-notices/mbta-communities-law-compliance-in-medway-barrett-planning-group-presentation,page,
Medway,medway,MBTA adjacent,5,,notice,,CONFIRMED,6,1,2,1,0,https://medwayma.gov/news-and-notices/mbta-communities-law-pedb-special-meeting-862024-2,page,
Medway,medway,MBTA adjacent,5,,notice,,CONFIRMED,4,1,1,1,0,https://medwayma.gov/news-and-notices/mbta-communities-public-information-flyer,page,
Melrose,melrose,subway or light rail,5,,,,CONFIRMED,9,4,1,"1,2,3",3,https://www.cityofmelrose.org/DocumentCenter/View/2647/MBTA-Communities-Compliance-Letter,file,
Melrose,melrose,subway or light rail,5,,,,NO,0,1,0,,0,https://www.cityofmelrose.org/DocumentCenter/View/2649,file,
Melrose,melrose,subway or light rail,5,,,,NO,0,2,0,,0,https://www.cityofmelrose.org/DocumentCenter/View/2650,file,
Melrose,melrose,subway or light rail,5,,,,NO,0,6,0,,0,https://www.cityofmelrose.org/DocumentCenter/View/2651,file,
Melrose,melrose,subway or light rail,5,,,,NO,0,2,0,,0,https://www.cityofmelrose.org/DocumentCenter/View/2652,file,
Melrose,melrose,subway or light rail,5,,,,PROBABLE,14,0,1,1,0,https://www.cityofmelrose.org/783/MBTA-Communities-Law,page,
Melrose,melrose,subway or light rail,6,city_council,report,,NO,0,0,0,,6,https://www.cityofmelrose.org/DocumentCenter/View/746,file,
Merrimac,merrimac,MBTA adjacent,5,,,,CONFIRMED,3,1,6,1,0,https://townofmerrimac.com/event/mbta-communities-workshop-with-mvpc/,page,
Merrimac,merrimac,MBTA adjacent,5,,bylaw,,CONFIRMED,5,1,6,1,0,https://townofmerrimac.com/event/mbta-communities-by-law-meeting/,page,
Merrimac,merrimac,MBTA adjacent,1,town_meeting,minutes,,FETCH_FAIL,0,0,0,,0,https://www.townofmerrimac.com/DocumentCenter/View/2345/ATM-MINUTES-4252022,file,HTTPError
Merrimac,merrimac,MBTA adjacent,1,town_meeting,minutes,2023,NO,0,0,0,,8,https://townofmerrimac.com/wp-content/uploads/2023/05/ATM-MINUTES-4.2022.pdf,file,
Merrimac,merrimac,MBTA adjacent,1,town_meeting,minutes,2023,NO,0,0,0,,3,https://townofmerrimac.com/wp-content/uploads/2023/05/STM-MINUTES-10-2022.pdf,file,
Merrimac,merrimac,MBTA adjacent,1,town_meeting,warrant,,FETCH_FAIL,0,0,0,,0,http://townofmerrimac.com/DocumentCenter/View/1836/Special-Town-Meeting-Warrant-101920,file,HTTPError
Merrimac,merrimac,MBTA adjacent,1,town_meeting,warrant,,FETCH_FAIL,0,0,0,,0,http://townofmerrimac.com/DocumentCenter/View/1845/Speical-Town-Meeting-Warrant-101920,file,HTTPError
Merrimac,merrimac,MBTA adjacent,1,town_meeting,warrant,,NO,0,0,76,,0,https://townofmerrimac.com/document-tag/warrant/,page,
Merrimac,merrimac,MBTA adjacent,1,town_meeting,warrant,,NO,0,0,10,,0,https://townofmerrimac.com/documents/vendor-warrant/,page,
Merrimac,merrimac,MBTA adjacent,1,town_meeting,warrant,2022,FETCH_FAIL,0,0,0,,0,http://townofmerrimac.com/DocumentCenter/View/1994/FY2022-ATM-Warrant,file,HTTPError
Methuen,methuen,MBTA adjacent,5,,,,PROBABLE,85,0,2,"1,2,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21",48,https://cityofmethuen.net/DocumentCenter/View/2451/MBTA-Communities-Act-101-and-Implications-for-Methuen,file,
Methuen,methuen,MBTA adjacent,5,,,,TOPIC_ONLY,24,0,0,"1,2",2,https://cityofmethuen.net/DocumentCenter/View/2567/MBTA-Communities-Advisory,file,
Methuen,methuen,MBTA adjacent,5,,,,NO,0,0,0,,1,https://cityofmethuen.net/ImageRepository/Document?documentID=460,file,
Methuen,methuen,MBTA adjacent,5,,,,PROBABLE,85,0,2,"1,2,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21",48,https://methuen.gov/DocumentCenter/View/2451/MBTA-Communities-Act-101-and-Implications-for-Methuen,file,
Methuen,methuen,MBTA adjacent,5,,,,TOPIC_ONLY,24,0,0,"1,2",2,https://methuen.gov/DocumentCenter/View/2567/MBTA-Communities-Advisory,file,
Methuen,methuen,MBTA adjacent,5,,,,NO,0,0,0,,1,https://methuen.gov/ImageRepository/Document?documentID=460,file,
Methuen,methuen,MBTA adjacent,5,city_council,,2024,PROBABLE,43,0,10,"1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18",38,https://cityofmethuen.net/DocumentCenter/View/2566/MBTA-Communities--City-Council-Presentation-02-05-24,file,
Methuen,methuen,MBTA adjacent,5,city_council,,2024,PROBABLE,43,0,10,"1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18",38,https://methuen.gov/DocumentCenter/View/2566/MBTA-Communities--City-Council-Presentation-02-05-24,file,
Methuen,methuen,MBTA adjacent,5,city_council,,2024,PROBABLE,43,0,10,"1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18",38,https://methuen.gov/DocumentCenter/View/2566/MBTA-Communities--City-Council-Presentation-02-05-24?bidId=,file,
Methuen,methuen,MBTA adjacent,5,zoning,,,CONFIRMED,24,2,5,1,0,https://cityofmethuen.net/838/MBTA-Communities-Multi-Family-Zoning,page,
Middleborough,middleborough,commuter rail,5,zoning,,,CONFIRMED,9,1,3,"1,2,3,4,5",5,https://www.middleboroughma.gov/DocumentCenter/View/4873,file,
Middleborough,middleborough,commuter rail,1,town_meeting,minutes,,NO,0,45,23,,6,https://www.middleboroughma.gov/DocumentCenter/View/8530,file,
Middleborough,middleborough,commuter rail,1,town_meeting,minutes,,NO,0,0,106,,0,https://www.middleboroughma.gov/1021/Town-Meeting-Warrants-Minutes,page,
Middleborough,middleborough,commuter rail,1,town_meeting,warrant,,NO,0,0,0,,1,https://www.middleboroughma.gov/DocumentCenter/View/1741,file,
Middleborough,middleborough,commuter rail,1,town_meeting,warrant,,NO,0,0,0,,22,https://www.middleboroughma.gov/DocumentCenter/View/1837/special-town-meeting-warrant-101519?bidId=,file,
Middleborough,middleborough,commuter rail,1,town_meeting,warrant,,NO,0,39,9,,4,https://www.middleboroughma.gov/DocumentCenter/View/3132,file,
Middleborough,middleborough,commuter rail,1,town_meeting,warrant,,NO,0,117,53,,21,https://www.middleboroughma.gov/DocumentCenter/View/3133,file,
Middleborough,middleborough,commuter rail,1,town_meeting,warrant,,NO,0,0,0,,37,https://www.middleboroughma.gov/DocumentCenter/View/3443,file,
Middleborough,middleborough,commuter rail,1,town_meeting,warrant,,NO,0,0,0,,3,https://www.middleboroughma.gov/DocumentCenter/View/5477,file,
Middleborough,middleborough,commuter rail,1,town_meeting,warrant,,NO,0,0,0,,2,https://www.middleboroughma.gov/DocumentCenter/View/8595,file,
Middleton,middleton,MBTA adjacent,5,,,2024,PROBABLE,10,1,0,1,2,https://www.middletonma.gov/DocumentCenter/View/4379,file,
Middleton,middleton,MBTA adjacent,5,,decision,,TOPIC_ONLY,1,0,0,1,1,https://www.middletonma.gov/DocumentCenter/View/5214,file,
Middleton,middleton,MBTA adjacent,1,town_meeting,warrant,,NO,0,0,0,,15,https://www.middletonma.gov/DocumentCenter/View/1064/Warrant-FINAL-postedpdf,file,
Middleton,middleton,MBTA adjacent,1,town_meeting,warrant,,NO,0,4,13,,4,https://www.middletonma.gov/DocumentCenter/View/1756,file,
Middleton,middleton,MBTA adjacent,1,town_meeting,warrant,,NO,0,0,0,,3,https://www.middletonma.gov/DocumentCenter/View/2579/Special-Town-Meeting-Warrant-1282021,file,
Middleton,middleton,MBTA adjacent,1,town_meeting,warrant,,NO,0,44,20,,10,https://www.middletonma.gov/DocumentCenter/View/3043,file,
Middleton,middleton,MBTA adjacent,1,town_meeting,warrant,,NO,0,0,12,,9,https://www.middletonma.gov/DocumentCenter/View/3245,file,
Middleton,middleton,MBTA adjacent,1,town_meeting,warrant,,NO,0,1,11,,0,https://middletonma.gov/297/Meeting-Warrants,page,
Middleton,middleton,MBTA adjacent,1,town_meeting,warrant,2022,NO,0,96,51,,56,https://middletonma.gov/DocumentCenter/View/3272/Annual-Town-Meeting-Warrant-May-10-2022,file,
Middleton,middleton,MBTA adjacent,1,town_meeting,warrant,2022,NO,0,0,0,,16,https://middletonma.gov/DocumentCenter/View/3528/Special-Town-Meeting-Warrant-October-18-2022,file,
Millbury,millbury,MBTA adjacent,1,town_meeting,warrant,,CONFIRMED,10,199,116,"21,24,28,31",44,https://millburyma.gov/DocumentCenter/View/373/Annual-Town-Meeting-Warrant,file,
Millbury,millbury,MBTA adjacent,1,town_meeting,warrant,,NO,0,2,21,,3,https://millburyma.gov/DocumentCenter/View/375/Petition-Article-for-Town-Meeting-Warrant,file,
Millbury,millbury,MBTA adjacent,1,town_meeting,warrant,,NO,0,69,37,,20,https://millburyma.gov/DocumentCenter/View/378/Signed-Warrant,file,
Millbury,millbury,MBTA adjacent,1,town_meeting,warrant,,CONFIRMED,11,51,49,"2,12,13,16,17",20,https://millburyma.gov/DocumentCenter/View/385/Signed-Warrant,file,
Millbury,millbury,MBTA adjacent,1,town_meeting,warrant,,NO,0,186,86,,36,https://millburyma.gov/DocumentCenter/View/389/Signed-Warrant,file,
Millbury,millbury,MBTA adjacent,1,town_meeting,warrant,,NO,0,126,52,,24,https://millburyma.gov/DocumentCenter/View/395/Signed-Warrant,file,
Millbury,millbury,MBTA adjacent,1,town_meeting,warrant,,NO,0,0,0,,4,https://millburyma.gov/DocumentCenter/View/397/Signed-Warrant,file,
Millbury,millbury,MBTA adjacent,1,town_meeting,warrant,,NO,0,146,84,,28,https://millburyma.gov/DocumentCenter/View/398/Signed-Warrant,file,
Millbury,millbury,MBTA adjacent,1,town_meeting,warrant,,NO,0,0,0,,5,https://millburyma.gov/DocumentCenter/View/399/Signed-Warrant,file,
Millbury,millbury,MBTA adjacent,1,town_meeting,warrant,,NO,0,0,0,,13,https://millburyma.gov/DocumentCenter/View/403/Signed-Warrant,file,
Millis,millis,MBTA adjacent,5,,,,FETCH_FAIL,0,0,0,,0,https://www.millisma.gov/sites/g/files/vyhlif901/f/uploads/about_mbta_communitues_3a_rezoning_eff_092622.pdf,file,HTTPError
Millis,millis,MBTA adjacent,5,,,,FETCH_FAIL,0,0,0,,0,https://www.millisma.gov/sites/g/files/vyhlif901/f/uploads/compliance_guidleines_for_multi-family_zoning_districts.pdf,file,HTTPError
Millis,millis,MBTA adjacent,1,town_meeting,warrant,,FETCH_FAIL,0,0,0,,0,https://www.millisma.gov/sites/g/files/vyhlif901/f/events/millis_050222_atm_warrant_final_.pdf,file,HTTPError
Millis,millis,MBTA adjacent,1,town_meeting,warrant,,FETCH_FAIL,0,0,0,,0,https://www.millisma.gov/sites/g/files/vyhlif901/f/news/050323_annual_town_meeting_warrant_final.pdf,file,HTTPError
Millis,millis,MBTA adjacent,1,town_meeting,warrant,,FETCH_FAIL,0,0,0,,0,https://www.millisma.gov/sites/g/files/vyhlif901/f/news/110623_fatm_warrant_signed.pdf,file,HTTPError
Millis,millis,MBTA adjacent,1,town_meeting,warrant,,FETCH_FAIL,0,0,0,,0,https://www.millisma.gov/sites/g/files/vyhlif901/f/uploads/050724_atm_warrant_final_signed.pdf,file,HTTPError
Millis,millis,MBTA adjacent,1,town_meeting,warrant,,FETCH_FAIL,0,0,0,,0,https://www.millisma.gov/sites/g/files/vyhlif901/f/uploads/nov_10_22_fall_annual_town_meeting_warrant_signed.pdf,file,HTTPError
Millis,millis,MBTA adjacent,1,town_meeting,warrant,2022,FETCH_FAIL,0,0,0,,0,https://www.millisma.gov/sites/g/files/vyhlif901/f/news/may_2_2022_annual_town_meeting_warrant.pdf,file,HTTPError
Millis,millis,MBTA adjacent,1,town_meeting,warrant,2022,FETCH_FAIL,0,0,0,,0,https://www.millisma.gov/sites/g/files/vyhlif901/f/news/may_2_2022_annual_town_meeting_warrant_0.pdf,file,HTTPError
Millis,millis,MBTA adjacent,1,town_meeting,warrant,2022,FETCH_FAIL,0,0,0,,0,https://www.millisma.gov/sites/g/files/vyhlif901/f/uploads/final_november_10_2022_annual_town_meeting_warrant_.pdf,file,HTTPError
Milton,milton,subway or light rail,1,town_meeting,warrant,,PROBABLE,40,0,4,"1,2,3,5,6,7,8,9,10,11,12,13,14,15,16,17,22,23,24,25",36,https://www.miltonma.gov/DocumentCenter/View/3258,file,
Milton,milton,subway or light rail,1,town_meeting,warrant,,CONFIRMED,29,19,28,"1,2,3,30,31,32,33,34",34,https://www.miltonma.gov/DocumentCenter/View/6120,file,
Milton,milton,subway or light rail,1,town_meeting,warrant,,PROBABLE,40,0,4,"1,2,3,5,6,7,8,9,10,11,12,13,14,15,16,17,22,23,24,25",36,https://www.townofmilton.org/DocumentCenter/View/3258/20230814_WarrantCommitteePresentation_MBTACommunities,file,
Milton,milton,subway or light rail,1,town_meeting,warrant,,CONFIRMED,29,19,28,"1,2,3,30,31,32,33,34",34,https://www.townofmilton.org/DocumentCenter/View/6120/MBTA-Communities-Warrant-Articles-1-and-2,file,
Milton,milton,subway or light rail,5,,,,NO,0,0,0,,1,https://www.miltonma.gov/DocumentCenter/View/2715,file,
Milton,milton,subway or light rail,5,,,,CONFIRMED,40,2,2,"1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20",30,https://www.miltonma.gov/DocumentCenter/View/3138,file,
Milton,milton,subway or light rail,5,,,,CONFIRMED,35,4,1,"1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,27,28,29,30,31",41,https://www.miltonma.gov/DocumentCenter/View/3139,file,
Milton,milton,subway or light rail,5,,,,CONFIRMED,12,3,2,"1,2,3,4,5,16,17,18,19,20,21,22",22,https://www.miltonma.gov/DocumentCenter/View/3146,file,
Milton,milton,subway or light rail,5,,,,NO,0,3,0,,0,https://www.miltonma.gov/DocumentCenter/View/3227,file,
Milton,milton,subway or light rail,5,,,,CONFIRMED,41,2,4,"1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20",34,https://www.miltonma.gov/DocumentCenter/View/3261,file,
Nahant,nahant,bus,5,,,,PROBABLE,6,0,2,1,0,https://nahant.org/documents/mbta-communities-comment-letter/,page,
Nahant,nahant,bus,5,,,,PROBABLE,8,0,3,1,0,https://nahant.org/tag/mbta-communities-act/,page,
Nahant,nahant,bus,5,,,2022,CONFIRMED,8,2,2,"1,2,3",3,https://nahant.org/wp-content/uploads/2022/11/MBTACommunitiesInformationForm_Submission_963837223.pdf,file,
Nahant,nahant,bus,5,,,2022,PROBABLE,8,0,3,1,0,https://nahant.org/2022/04/town-of-nahant-responds-to-proposed-changes-to-multi-family-housing-guidelines-for-mbta-communities/,page,
Nahant,nahant,bus,5,,,2026,PROBABLE,12,0,3,1,0,https://nahant.org/2026/01/state-finds-nahant-in-compliance-with-mbta-communities-act/,page,
Nahant,nahant,bus,5,planning_board,notice,2025,PROBABLE,8,0,7,1,0,https://nahant.org/2025/09/planning-board-to-hold-mbta-communities-act-public-hearing-on-sept-23/,page,
Nahant,nahant,bus,5,zoning,,,PROBABLE,26,0,4,1,0,https://nahant.org/multi-family-zoning-mbta/,page,
Nahant,nahant,bus,5,zoning,,2022,FETCH_FAIL,0,0,0,,0,https://nahant.org/wp-content/uploads/2022/04/MBTA-Communities-mandatory-zoning-comment-letter.pdf,file,HTTPError
Nahant,nahant,bus,5,zoning,,2025,CONFIRMED,7,1,6,"1,2",2,https://nahant.org/wp-content/uploads/2025/03/MBTA-Communities-mandatory-zoning-comment-letter.pdf,file,
Nahant,nahant,bus,5,zoning,,2025,PROBABLE,12,0,4,"1,2",7,https://nahant.org/wp-content/uploads/2025/09/Nahant-MBTA-communities-Zoning-Final-version.pdf,file,
Natick,natick,commuter rail,5,,,,FETCH_FAIL,0,0,0,,0,http://www.natickma.gov/Public_documents/NatickMA_ZoneRegs/section3a.pdf,file,HTTPError
Natick,natick,commuter rail,5,,,,NO,0,1,0,,0,https://natickma.gov/ImageRepository/Document?documentID=1153,file,
Natick,natick,commuter rail,5,,,,NO,0,8,29,,8,https://www.natickma.gov/DocumentCenter/View/18152/09092024-Article-24-MBTA-Communities-Binder---Clean,file,
Natick,natick,commuter rail,5,,,,NO,0,14,47,,12,https://www.natickma.gov/DocumentCenter/View/18153/09092024-Article-24-MBTA-Communities-Binder---Marked-up,file,
Natick,natick,commuter rail,1,town_meeting,minutes,2025,NO,0,109,36,,11,https://natickma.gov/DocumentCenter/View/22484,file,
Natick,natick,commuter rail,1,town_meeting,minutes,2026,NO,0,44,48,,11,https://natickma.gov/AgendaCenter/ViewFile/Minutes/_01072026-6789,file,
Natick,natick,commuter rail,1,town_meeting,minutes,2026,NO,0,16,31,,10,https://natickma.gov/AgendaCenter/ViewFile/Minutes/_01152026-6814,file,
Natick,natick,commuter rail,1,town_meeting,minutes,2026,NO,0,98,76,,18,https://natickma.gov/AgendaCenter/ViewFile/Minutes/_01222026-6818,file,
Natick,natick,commuter rail,1,town_meeting,minutes,2026,NO,0,12,14,,21,https://natickma.gov/AgendaCenter/ViewFile/Minutes/_01282026-6824,file,
Natick,natick,commuter rail,1,town_meeting,minutes,2026,NO,0,40,36,,14,https://natickma.gov/AgendaCenter/ViewFile/Minutes/_02052026-6827,file,
Needham,needham,bus,5,,,,CONFIRMED,51,6,1,"1,2,3,4,5,6,7",7,http://www.needhamma.gov/DocumentCenter/View/24936/MBTACommunitiesFAQ-FINALIteration101-11-22,file,
Needham,needham,bus,5,,,,NO,0,0,0,,1,https://needhamma.gov/DocumentCenter/View/46219/MBTA-Comts-Act-Timeline-082024-1-pager,file,
Needham,needham,bus,5,,,,CONFIRMED,5,4,6,1,2,https://needhamma.gov/DocumentCenter/View/47397,file,
Needham,needham,bus,5,,,,CONFIRMED,14,1,6,"1,2,3,4,5,6,7",7,https://needhamma.gov/DocumentCenter/View/59237,file,
Needham,needham,bus,5,,,,CONFIRMED,11,2,2,"1,2,3,4",4,https://needhamma.gov/DocumentCenter/View/59242,file,
Needham,needham,bus,5,,,,NO,0,51,36,,84,https://needhamma.gov/ImageRepository/Document?documentID=1376,file,
Needham,needham,bus,5,,,,CONFIRMED,21,4,13,"1,2,3,4,5,7,10,12,16,23",23,https://www.needhamma.gov/DocumentCenter/View/43813/ActionPlanforMBTACommunities_Submission_1061884882,file,
Needham,needham,bus,5,,,,CONFIRMED,3,1,10,1,0,https://www.needhamchannel.org/tag/mbta-communities-act/,page,
Needham,needham,bus,5,,,,CONFIRMED,4,1,11,1,0,https://www.needhamchannel.org/tag/mbta-communities-law/,page,
Needham,needham,bus,5,,,,CONFIRMED,3,1,7,1,0,https://www.needhamchannel.org/tag/mbta-communities/,page,
Newbury,newbury,commuter rail,5,,,,NO,0,0,0,,1,https://www.newburyma.gov/DocumentCenter/View/2138/newbury3asubdistricts-PDF,file,
Newbury,newbury,commuter rail,5,,,,TOPIC_ONLY,9,0,0,"1,2",2,https://www.newburyma.gov/DocumentCenter/View/2145/Mbta-Communities-Final-Compliance-Guidelines-Letter-81022-PDF,file,
Newbury,newbury,commuter rail,5,,,,CONFIRMED,6,1,4,"1,2",2,https://www.newburyma.gov/Documentcenter/View/2141/Updated-Newbury-Section-3a-Mbta-Communities-Fact-Sheet-PDF,file,
Newbury,newbury,commuter rail,5,,,,FETCH_FAIL,0,0,0,,0,https://www.townofnewbury.org/sites/g/files/vyhlif951/f/uploads/updated_newbury_section_3a_mbta_communities_fact_sheet_032024.pdf,file,HTTPError
Newbury,newbury,commuter rail,5,,,,FETCH_FAIL,0,0,0,,0,https://www.townofnewbury.org/sites/g/files/vyhlif951/f/uploads/updated_newbury_section_3a_mbta_communities_fact_sheet_040224.pdf,file,HTTPError
Newbury,newbury,commuter rail,5,planning_board,,,NO,0,0,0,,2,https://townofnewbury.org/ImageRepository/Document?documentID=327,file,
Newbury,newbury,commuter rail,5,town_meeting,bylaw,2024,NO,0,0,0,,10,https://www.newburyma.gov/DocumentCenter/View/2137/Mbta-Bylaw---Final-Approved-at-Atm-2024-PDF,file,
Newbury,newbury,commuter rail,5,zoning,,,CONFIRMED,28,3,19,1,0,https://townofnewbury.org/896/MBTA-Communities-Multi-Family-Zoning-Ove,page,
Newbury,newbury,commuter rail,5,zoning,,,CONFIRMED,28,3,19,1,0,https://www.newburyma.gov/896/MBTA-Communities-Multi-Family-Zoning-Ove,page,
Newbury,newbury,commuter rail,1,town_meeting,minutes,2022,FETCH_FAIL,0,0,0,,0,https://www.townofnewbury.org/sites/g/files/vyhlif951/f/minutes/town_meeting_minutes_4.26.22.pdf,file,HTTPError
Newburyport,newburyport,commuter rail,5,,,2024,CONFIRMED,54,5,5,"1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20",43,https://www.cityofnewburyport.com/sites/g/files/vyhlif12211/f/uploads/comm00540_02_26_2024_newburyport-mbta-communities-storey-ave-slides-2024-2-20-final.pdf,file,
Newburyport,newburyport,commuter rail,5,,notice,,NO,0,1,3,,1,https://www.cityofnewburyport.com/sites/g/files/vyhlif12211/f/mai/files/mbta_communities_legal_notice.pdf,file,
Newburyport,newburyport,commuter rail,3,planning_board,minutes,2022,NO,0,34,27,,10,https://www.cityofnewburyport.com/sites/g/files/vyhlif12211/f/minutes/04-06-22_planning_board_minutes.pdf,file,
Newburyport,newburyport,commuter rail,3,planning_board,minutes,2022,FETCH_FAIL,0,0,0,,0,https://www.cityofnewburyport.com/sites/g/files/vyhlif7106/f/minutes/01-19-22_planning_board_minutes.pdf,file,HTTPError
Newburyport,newburyport,commuter rail,3,planning_board,minutes,2022,FETCH_FAIL,0,0,0,,0,https://www.cityofnewburyport.com/sites/g/files/vyhlif7106/f/minutes/02-02-22_planning_board_minutes.pdf,file,HTTPError
Newburyport,newburyport,commuter rail,3,planning_board,minutes,2022,FETCH_FAIL,0,0,0,,0,https://www.cityofnewburyport.com/sites/g/files/vyhlif7106/f/minutes/02-16-22_planning_board_minutes.pdf,file,HTTPError
Newburyport,newburyport,commuter rail,3,planning_board,minutes,2022,FETCH_FAIL,0,0,0,,0,https://www.cityofnewburyport.com/sites/g/files/vyhlif7106/f/minutes/03-02-22_planning_board_minutes.pdf,file,HTTPError
Newburyport,newburyport,commuter rail,3,planning_board,minutes,2024,NO,0,56,18,,14,https://www.cityofnewburyport.com/sites/g/files/vyhlif12211/f/minutes/10-16-24_planning_board_minutes.pdf,file,
Newburyport,newburyport,commuter rail,3,planning_board,minutes,2024,NO,0,60,13,,13,https://www.cityofnewburyport.com/sites/g/files/vyhlif12211/f/minutes/11-6-24_planning_board_minutes.pdf,file,
