municipality,year,verdict,signals,url,kind
Sudbury,2025,NO_RESULTS,"heads=0,blanks=0,offices=0,tallies=0,pp=60",https://cdn.sudbury.ma.us/wp-content/uploads/sites/270/2025/01/2023-ATE-pre-campaign-report.pdf?version=0166c11c82a805772164fe19c06366e0,townmtg_election
Sutton,2021,RESULTS_FOUND,"heads=3,blanks=0,offices=3,tallies=25",https://www.suttonma.gov/470/Town-Meeting-Election,election_page
Sutton,2022,RESULTS_FOUND,"heads=3,blanks=0,offices=5,tallies=108,yr=True,pp=11",https://www.suttonma.gov/DocumentCenter/View/773/2022-Fall-Town-Meeting-Minutes,townmtg_election
Sutton,2024,RESULTS_FOUND,"heads=1,blanks=0,offices=7,tallies=82,pp=7",https://www.suttonma.gov/DocumentCenter/View/775/2024-Spring-Town-Meeting-Minutes,townmtg_election
Sutton,2025,RESULTS_FOUND,"heads=1,blanks=0,offices=6,tallies=95",https://www.suttonma.gov/DocumentCenter/View/772/2025-Spring-Town-Meeting-Minutes,election_doc
Swampscott,2025,RESULTS_FOUND,"heads=12,blanks=22,offices=9,tallies=555",https://swampscottma.gov/DocumentCenter/View/539/FY2024-Annual-Town-Report,annual_report
Templeton,2022,RESULTS_FOUND,"heads=5,blanks=16,offices=10,tallies=2481,yr=True,pp=248",https://www.templetonma.gov/DocumentCenter/View/2426/Annual-Report-for-Fiscal-Year-2022-PDF,annual_report
Tisbury,2021,RESULTS_FOUND,"heads=4,blanks=0,offices=8,tallies=19",https://tisburyma.gov/229/Annual-Town-Election-Date-2023,election_page
Tisbury,2022,NO_RESULTS,"heads=1,blanks=0,offices=1,tallies=10,pp=0",https://tisburyma.gov/228/Town-Clerk,election_page
Tisbury,2023,NO_RESULTS,"heads=0,blanks=0,offices=1,tallies=1,pp=2",https://tisburyma.gov/DocumentCenter/View/393/IT-Annual-Town-Report-January-2023-PDF,annual_report
Tisbury,2024,NO_RESULTS,"heads=1,blanks=0,offices=1,tallies=10,pp=0",https://tisburyma.gov/228/Town-Clerk,election_page
Tisbury,2025,NO_RESULTS,"heads=1,blanks=0,offices=1,tallies=10,pp=0",https://tisburyma.gov/228/Town-Clerk,election_page
Tolland,2021,NO_RESULTS,"heads=1,blanks=0,offices=1,tallies=12,pp=0",https://tolland-ma.gov/1201/Town-Clerk,election_page
Tolland,2022,NO_RESULTS,"heads=1,blanks=0,offices=1,tallies=12,pp=0",https://tolland-ma.gov/1201/Town-Clerk,election_page
Tolland,2023,NO_RESULTS,"heads=1,blanks=0,offices=1,tallies=12,pp=0",https://tolland-ma.gov/1201/Town-Clerk,election_page
Tolland,2024,NO_RESULTS,"heads=1,blanks=0,offices=1,tallies=12,pp=0",https://tolland-ma.gov/1201/Town-Clerk,election_page
Tolland,2025,NO_RESULTS,"heads=1,blanks=0,offices=1,tallies=12,pp=0",https://tolland-ma.gov/1201/Town-Clerk,election_page
Topsfield,2024,RESULTS_FOUND,"heads=1,blanks=0,offices=4,tallies=71,yr=True,pp=2",https://www.topsfield-ma.gov/DocumentCenter/View/1585/FY25-Budget-Preparation-Schedule-for-2024-Town-Meeting,townmtg_election
Topsfield,2025,RESULTS_FOUND,"heads=14,blanks=27,offices=10,tallies=1911,yr=True,pp=130",https://www.topsfield-ma.gov/DocumentCenter/View/8188,annual_report
Townsend,2024,NO_RESULTS,"heads=0,blanks=0,offices=0,tallies=0",https://cms3.revize.com/revize/security/index.jsp?webspace=townsend&filename=/government/board_of_selectmen/annual_town_reports.php,annual_report
Townsend,2025,FETCH_FAIL,"HTTPError,pp=0",https://townsendma.gov/government/board_of_selectmen/Annual Town Reports/2024 Townsend Annual Town Report updated 4.10.2025 (1).pdf?t=202508051706390,annual_report
Truro,2021,NO_RESULTS,"heads=0,blanks=0,offices=0,tallies=0,pp=50",https://truro-ma.gov/DocumentCenter/View/863/2021-Annual-Town-Meeting-Minutes-June-26-2021,townmtg_election
Tyringham,2022,RESULTS_FOUND,"heads=1,blanks=8,offices=6,tallies=32,pp=1",https://www.tyringham-ma.gov/DocumentCenter/View/1598/Annual-Town-Election-Results-5182026,election_page
Tyringham,2023,RESULTS_FOUND,"heads=1,blanks=8,offices=6,tallies=32,pp=1",https://www.tyringham-ma.gov/DocumentCenter/View/1598/Annual-Town-Election-Results-5182026,election_page
Tyringham,2024,RESULTS_FOUND,"heads=1,blanks=8,offices=6,tallies=32,pp=1",https://www.tyringham-ma.gov/DocumentCenter/View/1598/Annual-Town-Election-Results-5182026,election_page
Tyringham,2025,RESULTS_FOUND,"heads=1,blanks=8,offices=6,tallies=32,pp=1",https://www.tyringham-ma.gov/DocumentCenter/View/1598/Annual-Town-Election-Results-5182026,election_page
Upton,2021,RESULTS_FOUND,"heads=7,blanks=12,offices=9,tallies=1481",https://www.uptonma.gov/DocumentCenter/View/3345,annual_report
Uxbridge,2022,NO_RESULTS,"heads=1,blanks=0,offices=1,tallies=13,pp=0",https://uxbridge-ma.gov/171/Town-Clerk,election_page
Uxbridge,2023,NO_RESULTS,"heads=0,blanks=0,offices=0,tallies=1,pp=0",https://ma-uxbridge.civicplus.com/DocumentCenter/View/5973,annual_report
Wakefield,2025,RESULTS_FOUND,"heads=11,blanks=10,offices=10,tallies=1472,yr=True,pp=159",https://www.wakefieldma.gov/DocumentCenter/View/2642,annual_report
Warren,2022,RESULTS_FOUND,"heads=5,blanks=0,offices=4,tallies=85,pp=0",https://www.warrenct.gov/town-clerk,election_page
Warwick,2021,RESULTS_FOUND,"heads=5,blanks=18,offices=6,tallies=76,yr=False,pp=0",https://warwickma.org/town-clerk/2022-11-08-state-election-results/,election_page
Warwick,2022,RESULTS_FOUND,"heads=5,blanks=18,offices=6,tallies=76,yr=True,pp=0",https://warwickma.org/town-clerk/2022-11-08-state-election-results/,election_page
Warwick,2023,RESULTS_FOUND,"heads=5,blanks=18,offices=6,tallies=76,yr=False,pp=0",https://warwickma.org/town-clerk/2022-11-08-state-election-results/,election_page
Warwick,2025,RESULTS_FOUND,"heads=5,blanks=18,offices=6,tallies=76,yr=False,pp=0",https://warwickma.org/town-clerk/2022-11-08-state-election-results/,election_page
Washington,2021,RESULTS_FOUND,"heads=5,blanks=6,offices=8,tallies=802",https://www.washington-ma.gov/sites/g/files/vyhlif7491/f/uploads/fy2020_annual_report.pdf,annual_report
Webster,2023,RESULTS_FOUND,"heads=4,blanks=7,offices=9,tallies=2774,yr=True,pp=173",https://www.webster-ma.gov/DocumentCenter/View/23136/2023-Annual-Town-Report,annual_report
Wendell,2021,MAYBE,"heads=1,blanks=0,offices=2,tallies=12",https://www.wendellmass.us/may-5th-election-for-wendell-officials/,election_page
Wendell,2022,MAYBE,"heads=1,blanks=0,offices=2,tallies=12",https://www.wendellmass.us/may-5th-election-for-wendell-officials/,election_page
Wendell,2023,RESULTS_FOUND,"heads=3,blanks=0,offices=10,tallies=663,yr=True,pp=88",https://storage.googleapis.com/proudcity/wendellma/2025/02/Wendell-2023-Annual-Report-8.5x5.5-final.pdf,annual_report
West Bridgewater,2024,RESULTS_FOUND,"heads=1,blanks=2,offices=6,tallies=26,pp=0",https://westbridgewaterma.org/departments/town_clerk/index.php,election_page
West Bridgewater,2025,RESULTS_FOUND,"heads=1,blanks=2,offices=6,tallies=26,pp=0",https://westbridgewaterma.org/departments/town_clerk/index.php,election_page
West Brookfield,2021,RESULTS_FOUND,"heads=2,blanks=11,offices=11,tallies=881,yr=True,pp=101",https://storage.googleapis.com/juniper-media-library/43/2023/10/2021%20Annual%20Town%20Report.pdf,annual_report
West Springfield,2021,NO_RESULTS,"heads=0,blanks=0,offices=0,tallies=0,pp=0",https://www.townofwestspringfield.org/Government/Town-Clerk,election_page
West Springfield,2023,NO_RESULTS,"heads=0,blanks=0,offices=0,tallies=0,pp=0",https://www.townofwestspringfield.org/Government/Town-Clerk,election_page
West Springfield,2025,NO_RESULTS,"heads=0,blanks=0,offices=0,tallies=0,pp=0",https://www.townofwestspringfield.org/Government/Town-Clerk,election_page
West Stockbridge,2021,MAYBE,"heads=3,blanks=0,offices=2,tallies=26,pp=0",https://www.weststockbridge-ma.gov/1328/Town-Clerk,election_page
West Stockbridge,2024,MAYBE,"heads=3,blanks=0,offices=2,tallies=26,pp=0",https://www.weststockbridge-ma.gov/1328/Town-Clerk,election_page
Westhampton,2023,RESULTS_FOUND,"heads=5,blanks=0,offices=9,tallies=984",https://westhamptonma.gov/wp-content/uploads/2022_AnnualTownReport_ReducedSize-for-Web.pdf,annual_report
Westhampton,2024,NO_RESULTS,"heads=0,blanks=0,offices=0,tallies=0,pp=3",https://westhamptonma.gov/wp-content/uploads/2024-0109-minutes-trustees.pdf,minutes
Westminster,2025,NO_RESULTS,"heads=0,blanks=0,offices=0,tallies=0,pp=0",https://www.westminster-ma.gov/town-clerk,election_page
Westwood,2021,NO_RESULTS,"heads=0,blanks=0,offices=0,tallies=0,pp=0",https://townhall.westwood.ma.us/government/current-election-information,election_page
Westwood,2022,NO_RESULTS,"heads=0,blanks=0,offices=0,tallies=0,pp=0",https://townhall.westwood.ma.us/government/current-election-information,election_page
Westwood,2025,NO_RESULTS,"heads=0,blanks=0,offices=0,tallies=0,pp=0",https://townhall.westwood.ma.us/government/current-election-information,election_page
Weymouth,2023,RESULTS_FOUND,"heads=4,blanks=2,offices=8,tallies=2161,yr=True,pp=329",https://weymouth.ma.us/DocumentCenter/View/1871/FY2023-Annual-Town-Report,annual_report
Weymouth,2025,RESULTS_FOUND,"heads=2,blanks=0,offices=8,tallies=1809,yr=True,pp=232",https://weymouth.ma.us/DocumentCenter/View/13170/FY2025-Annual-Town-Report,annual_report
Whately,2021,FETCH_FAIL,"HTTPError,pp=0",https://www.whately.org/sites/g/files/vyhlif5211/f/uploads/2021_annual_report_of_the_personnel_committee_002.pdf,annual_report
Whately,2025,RESULTS_FOUND,"heads=3,blanks=0,offices=6,tallies=18,pp=0",https://whately.org/departments/town_clerk/index.php,election_page
Wilbraham,2021,RESULTS_FOUND,"heads=5,blanks=0,offices=9,tallies=981,yr=True,pp=69",https://wilbraham-ma.gov/DocumentCenter/View/4911/Wilbraham-2021-Annual-Town-Report,annual_report
Williamsburg,2021,RESULTS_FOUND,"heads=5,blanks=13,offices=10,tallies=2148,yr=True,pp=133",https://www.burgy.org/sites/g/files/vyhlif1451/f/uploads/2021_annual_town_report_0.pdf,annual_report
Williamsburg,2025,RESULTS_FOUND,"heads=5,blanks=65,offices=10,tallies=2169",https://www.burgy.org/sites/g/files/vyhlif1451/f/uploads/0_annual_report_total_final_0521.pdf,annual_report
Williamstown,2021,RESULTS_FOUND,"heads=3,blanks=0,offices=6,tallies=47",https://williamstownma.gov/voting/,election_page
Windsor,2021,MAYBE,"heads=7,blanks=0,offices=6,tallies=5,pp=0",https://www.windsormass.com/requests-1/elections,election_page
Windsor,2022,MAYBE,"heads=7,blanks=0,offices=6,tallies=5,pp=0",https://www.windsormass.com/requests-1/elections,election_page
Windsor,2023,MAYBE,"heads=7,blanks=0,offices=6,tallies=5,pp=0",https://www.windsormass.com/requests-1/elections,election_page
Windsor,2024,MAYBE,"heads=7,blanks=0,offices=6,tallies=5,pp=0",https://www.windsormass.com/requests-1/elections,election_page
Windsor,2025,MAYBE,"heads=7,blanks=0,offices=6,tallies=5,pp=0",https://www.windsormass.com/requests-1/elections,election_page
Winthrop,2023,MAYBE,"heads=3,blanks=0,offices=2,tallies=211,pp=0",https://winthroptranscript.com/2025/10/30/polls-open-tuesday-for-town-election/,election_page
Winthrop,2025,MAYBE,"heads=3,blanks=0,offices=2,tallies=211,pp=0",https://winthroptranscript.com/2025/10/30/polls-open-tuesday-for-town-election/,election_page
Worthington,2021,NO_RESULTS,"heads=0,blanks=0,offices=0,tallies=56,pp=2",https://worthington-ma.us/wp-content/uploads/2021/04/FY2020-Annual-Report.pdf,annual_report
Worthington,2022,NO_RESULTS,"heads=0,blanks=0,offices=0,tallies=52,pp=2",https://worthington-ma.us/wp-content/uploads/2022/08/2021-Annual-Report.pdf,annual_report
Worthington,2023,NO_RESULTS,"heads=0,blanks=0,offices=1,tallies=52,pp=2",https://worthington-ma.us/wp-content/uploads/2023/05/FY2022-Annual-Report-1.pdf,annual_report
Worthington,2024,NO_RESULTS,"heads=2,blanks=0,offices=1,tallies=18,pp=0",https://worthington-ma.us/2018/11/early-voting-dates-hours/,election_page
Worthington,2025,NO_RESULTS,"heads=2,blanks=0,offices=1,tallies=18,pp=0",https://worthington-ma.us/2018/11/early-voting-dates-hours/,election_page
