municipality,year,priority,kind,url,title
Hampden,2021,3,election_page,https://hampdenma.gov/AgendaCenter/Town-Meetings-Elections-26,View Most Recent Warrants and Minutes
Hampden,2022,3,election_page,https://hampdenma.gov/203/Town-Clerk,Town Clerk
Hampden,2022,3,election_page,https://hampdenma.gov/274/Town-Meetings-Elections,Elections & Town Meetings
Hampden,2022,3,election_page,https://hampdenma.gov/AgendaCenter/Town-Meetings-Elections-26,View Most Recent Warrants and Minutes
Hampden,2022,4,minutes,https://www.hampdenma.gov/sites/g/files/vyhlif656/f/minutes/atm_minutes_05-09-2022.pdf,
Hampden,2023,3,election_page,https://hampdenma.gov/203/Town-Clerk,Town Clerk
Hampden,2023,3,election_page,https://hampdenma.gov/274/Town-Meetings-Elections,Elections & Town Meetings
Hampden,2023,3,election_page,https://hampdenma.gov/AgendaCenter/Town-Meetings-Elections-26,View Most Recent Warrants and Minutes
Hampden,2024,2,townmtg_election,https://hampdenma.gov/DocumentCenter/View/1190,Town Meeting   ADU DRAFT 12 11 2024 PDF?bidId=
Hampden,2024,3,election_page,https://hampdenma.gov/203/Town-Clerk,Town Clerk
Hampden,2024,3,election_page,https://hampdenma.gov/274/Town-Meetings-Elections,Elections & Town Meetings
Hampden,2024,3,election_page,https://hampdenma.gov/AgendaCenter/Town-Meetings-Elections-26,View Most Recent Warrants and Minutes
Hancock,2022,1,annual_report,https://town.hancock.ma.us/files/2023/04/OFFICIAL-TOWN-REPORT-FY2022.pdf,
Hancock,2023,1,annual_report,https://town.hancock.ma.us/files/2023/04/OFFICIAL-TOWN-REPORT-FY2022.pdf,
Hancock,2023,1,annual_report,https://town.hancock.ma.us/files/2024/04/2023-Town-of-Hancock-Annual-Report-Final.pdf,
Hancock,2024,1,annual_report,https://town.hancock.ma.us/files/2024/04/2023-Town-of-Hancock-Annual-Report-Final.pdf,
Hancock,2024,1,annual_report,https://town.hancock.ma.us/files/2025/04/2024-Town-of-Hancock-Annual-Report-COMPLETE.pdf,
Hanson,2025,4,minutes,https://www.hanson-ma.gov/sites/g/files/vyhlif3231/f/minutes/january_22_2025_minutes.pdf,
Hanson,2025,4,minutes,https://www.hanson-ma.gov/sites/g/files/vyhlif3231/f/minutes/january_8_2025_minutes.pdf,
Hatfield,2021,2,townmtg_election,https://townofhatfield.org/DocumentCenter/View/1083,Town Clerk Meeting Agenda 05 18 2021 Annual Town Election Sa
Hatfield,2021,3,election_page,https://townofhatfield.org/217/Town-Clerk,
Hatfield,2021,3,election_page,https://townofhatfield.org/371/Annual-Town-Meeting-Election-Information,
Hatfield,2021,3,election_page,https://townofhatfield.org/CivicAlerts.aspx?AID=48,Voting by Mail in 2026
Hatfield,2022,2,townmtg_election,https://townofhatfield.org/DocumentCenter/View/1133,Town Clerk Meeting Agenda 05 10 2022 Annual Town Meeting War
Hatfield,2022,3,election_page,https://townofhatfield.org/217/Town-Clerk,
Hatfield,2022,3,election_page,https://townofhatfield.org/371/Annual-Town-Meeting-Election-Information,
Hatfield,2022,3,election_page,https://townofhatfield.org/CivicAlerts.aspx?AID=48,Voting by Mail in 2026
Hatfield,2023,3,election_page,https://townofhatfield.org/217/Town-Clerk,
Hatfield,2023,3,election_page,https://townofhatfield.org/371/Annual-Town-Meeting-Election-Information,
Hatfield,2023,3,election_page,https://townofhatfield.org/CivicAlerts.aspx?AID=48,Voting by Mail in 2026
Hatfield,2023,4,minutes,https://townofhatfield.org/DocumentCenter/View/2952,Board of Health Meeting Minutes 09   27   2023?bidId=
Hatfield,2024,3,election_page,https://townofhatfield.org/217/Town-Clerk,
Hatfield,2024,3,election_page,https://townofhatfield.org/371/Annual-Town-Meeting-Election-Information,
Hatfield,2024,3,election_page,https://townofhatfield.org/CivicAlerts.aspx?AID=48,Voting by Mail in 2026
Hatfield,2024,4,minutes,https://townofhatfield.org/DocumentCenter/View/2919,Agriculture Advisory Commission Meeting Minutes 12   10   20
Hatfield,2025,3,election_page,https://townofhatfield.org/217/Town-Clerk,
Hatfield,2025,3,election_page,https://townofhatfield.org/371/Annual-Town-Meeting-Election-Information,
Hatfield,2025,3,election_page,https://townofhatfield.org/CivicAlerts.aspx?AID=48,Voting by Mail in 2026
Hatfield,2025,4,minutes,https://townofhatfield.org/ImageRepository/Document?documentID=520,Agendas and Minutes / Minutes / Community Preservation Commi
Hawley,2023,1,annual_report,https://townofhawley.com/wp-content/uploads/2023/09/2012-Hawley-Annual-Town-Report.pdf,
Hawley,2023,1,annual_report,https://townofhawley.com/wp-content/uploads/2023/09/2013-Hawley-Annual-Town-Report.pdf,
Hawley,2023,1,annual_report,https://townofhawley.com/wp-content/uploads/2023/09/2014-Hawley-Annual-Town-Report.pdf,
Hawley,2023,1,annual_report,https://townofhawley.com/wp-content/uploads/2023/09/2015-Hawley-Annual-Town-Report.pdf,
Hawley,2025,1,annual_report,https://townofhawley.com/wp-content/uploads/2025/04/Hawley-Town-Report-2024.pdf,
Hawley,2025,1,annual_report,https://townofhawley.com/wp-content/uploads/2026/04/Hawley-Town-Report-2025-FINAL.pdf,
Hawley,2025,3,election_page,https://townofhawley.com/election-news-and-more/,
Hawley,2025,3,election_page,https://townofhawley.com/hawley-election-particulars/,
Heath,2021,1,annual_report,https://townofheath.org/news/newsfile_9139_Board_of_Health_Annual_Report_2021_FINAL.pdf,
Heath,2021,1,annual_report,https://townofheath.org/news/newsfile_9143_2021HeathAnnualReport-web.pdf,
Heath,2021,3,election_page,https://townofheath.org/p/1185/Duties-of-the-Town-Clerk,Duties of the Town Clerk
Heath,2021,3,election_page,https://townofheath.org/p/132/Early-and-Absentee-Voting,
Heath,2022,1,annual_report,https://townofheath.org/news/newsfile_9204_2022_HeathAnnualReport-WEB2.pdf,
Heath,2022,3,election_page,https://townofheath.org/p/1185/Duties-of-the-Town-Clerk,Duties of the Town Clerk
Heath,2022,3,election_page,https://townofheath.org/p/132/Early-and-Absentee-Voting,
Heath,2022,3,election_page,https://townofheath.org/p/19/Town-Clerk,
Heath,2023,2,townmtg_election,https://townofheath.org/files/2023_Annual_Town_Election_Warrant.pdf,
Heath,2023,2,townmtg_election,https://townofheath.org/files/2023_Annual_Town_Meeting_Warrant_Handout.docx,
Heath,2023,2,townmtg_election,https://townofheath.org/files/Annual_Town_Election_Warrant_2023.pdf,
Heath,2023,2,townmtg_election,https://townofheath.org/files/Annual_Town_Meeting_Warrant_2023_Handout.pdf,
Heath,2024,1,annual_report,https://townofheath.org/news/newsfile_11271_2024_HeathAnnualReport-print.pdf,
Heath,2024,2,townmtg_election,https://townofheath.org/files/2024_Local_Town_Elections.pdf,
Heath,2024,3,election_page,https://townofheath.org/p/1185/Duties-of-the-Town-Clerk,Duties of the Town Clerk
Heath,2024,3,election_page,https://townofheath.org/p/132/Early-and-Absentee-Voting,
Heath,2025,1,annual_report,https://townofheath.org/files/2025_Annual_Town_Report_WEB_FINAL.pdf,
Heath,2025,1,annual_report,https://townofheath.org/files/FCTS_Annual_Report_2025.pdf,
Heath,2025,1,annual_report,https://townofheath.org/files/MTRSD_HRSD_Superintendent_2025_Annual_Report.pdf,
Heath,2025,1,annual_report,https://townofheath.org/files/MTRSD_Principal_Annual_Report_2025.pdf,
Hinsdale,2021,1,annual_report,https://www.hinsdalemass.com/sites/g/files/vyhlif7501/f/uploads/2021_annual_report.pdf,
Hinsdale,2021,3,election_page,https://hinsdalemass.com/1265/Town-Clerk,Town Clerk
Hinsdale,2021,3,election_page,https://hinsdalemass.com/1265/Town-Clerk---Dawn-Frissell-email-clerkhi,"Town Clerk - Dawn Frissell, email: clerk@hinsdalema.gov"
Hinsdale,2021,3,election_page,https://hinsdalemass.com/DocumentCenter/View/376/Beneficiary-Selection-Form-Option-D-2020,Beneficiary Selection Form - Option D 2020
Hinsdale,2022,1,annual_report,https://www.hinsdalemass.com/sites/g/files/vyhlif7501/f/news/full_2022_hinsdale_town_report-electronic_copy.pdf,
Hinsdale,2022,2,townmtg_election,https://www.hinsdalemass.com/sites/g/files/vyhlif7501/f/minutes/annual_town_meeting_minutes_may_4_2022.pdf,
Hinsdale,2022,2,townmtg_election,https://www.hinsdalemass.com/sites/g/files/vyhlif7501/f/news/annual_town_meeting_minutes_may_4_2022.pdf,
Hinsdale,2022,2,townmtg_election,https://www.hinsdalemass.com/sites/g/files/vyhlif7501/f/news/annual_town_meeting_minutes_may_4_2022_0.pdf,
Hinsdale,2024,3,election_page,https://hinsdalemass.com/1265/Town-Clerk,Town Clerk
Hinsdale,2024,3,election_page,https://hinsdalemass.com/1265/Town-Clerk---Dawn-Frissell-email-clerkhi,"Town Clerk - Dawn Frissell, email: clerk@hinsdalema.gov"
Hinsdale,2024,3,election_page,https://hinsdalemass.com/DocumentCenter/View/376/Beneficiary-Selection-Form-Option-D-2020,Beneficiary Selection Form - Option D 2020
Hinsdale,2024,4,minutes,https://hinsdalemass.com/ImageRepository/Document?documentID=101,Agendas and Minutes / Agendas / Plunkett Beach Committee 202
Hinsdale,2025,3,election_page,https://hinsdalemass.com/1265/Town-Clerk,Town Clerk
Hinsdale,2025,3,election_page,https://hinsdalemass.com/1265/Town-Clerk---Dawn-Frissell-email-clerkhi,"Town Clerk - Dawn Frissell, email: clerk@hinsdalema.gov"
Hinsdale,2025,3,election_page,https://hinsdalemass.com/DocumentCenter/View/376/Beneficiary-Selection-Form-Option-D-2020,Beneficiary Selection Form - Option D 2020
Hinsdale,2025,4,minutes,https://hinsdalemass.com/AgendaCenter/ViewFile/Minutes/_03122025-156,
Holland,2022,2,townmtg_election,https://town.holland.ma.us/sites/g/files/vyhlif3266/f/agendas/hcc_agenda_june_14_2022_cancel_due_to_town_election_day_1.pdf,
Holland,2022,3,election_page,https://town.holland.ma.us/town-clerk-notary-public,Town Clerk
Holland,2022,4,minutes,https://town.holland.ma.us/sites/g/files/vyhlif3266/f/events/mvp_core_team_meeting-cmrpc-_8-11-2022_agenda-minutes-docs_2.pdf,
Holland,2022,4,minutes,https://town.holland.ma.us/sites/g/files/vyhlif3266/f/minutes/04-21-2022_minutes_approved_0.pdf,
Hopedale,2021,2,townmtg_election,https://www.hopedale-ma.gov/DocumentCenter/View/3047,Special Town Meeting 10 16 2021?bidId=
Hopedale,2021,2,townmtg_election,https://www.hopedale-ma.gov/DocumentCenter/View/3049,ANNUALSPECIAL TOWN MEETING MINUTES 05 22 2021?bidId=
Hopedale,2021,2,townmtg_election,https://www.hopedale-ma.gov/DocumentCenter/View/3050,SPECIAL TOWN ELECTION MINUTES 06 29 2021?bidId=
Hopedale,2021,2,townmtg_election,https://www.hopedale-ma.gov/DocumentCenter/View/5072,ANNUAL TOWN MEETING WARRANT 05   22   2021?bidId=
Hopedale,2025,3,election_page,https://hopedale-ma.gov/1230/Town-Clerk,Town Clerk
Hopedale,2025,3,election_page,https://hopedale-ma.gov/1464/Town-Clerk-Fees,Town Clerk Fees
Hopedale,2025,3,election_page,https://www.hopedale-ma.gov/1751/Election-and-Voter-Information,
Hopedale,2025,4,minutes,https://hopedale-ma.gov/ImageRepository/Document?documentID=638,Agendas & Minutes / Minutes / Council on Aging 2025
Hopkinton,2021,1,annual_report,https://ehop.org/wp/wp-content/uploads/2021/05/2020-ANNUAL-TOWN-REPORT-HOPKINTON-MA-WEB-sm.pdf,
Hopkinton,2021,1,annual_report,https://ehop.org/wp/wp-content/uploads/2022/05/Hopkinton-Annual-Town-Report-2021-for-web.pdf,
Hopkinton,2021,2,townmtg_election,https://ehop.org/wp/wp-content/uploads/2021/04/2021-Hopkinton-Annual-Town-Meeting-Warrant-Final.pdf,
Hopkinton,2021,2,townmtg_election,https://ehop.org/wp/wp-content/uploads/2021/05/2021-05-22-Annual-Town-Election-Sample-Ballot.pdf,
Hopkinton,2023,1,annual_report,https://ehop.org/wp/wp-content/uploads/2023/04/Hopkinton-Annual-Town-Report-2022_sm.pdf,
Hopkinton,2023,1,annual_report,https://ehop.org/wp/wp-content/uploads/2024/04/Hopkinton-Annual-Town-Report-2023.pdf,
Hopkinton,2023,2,townmtg_election,https://ehop.org/wp/wp-content/uploads/2022/12/2023-Annual-Town-Meeting-FY24-Budget-Timeline.pdf,
Hopkinton,2023,2,townmtg_election,https://ehop.org/wp/wp-content/uploads/2023/04/2023-Town-Meeting-Motions-Document-Hopkinton-MA.pdf,
Hubbardston,2021,1,annual_report,https://www.hubbardstonma.us/sites/g/files/vyhlif3276/f/news/annual_report_2021_complete.pdf,
Hubbardston,2021,2,townmtg_election,https://www.hubbardstonma.us/sites/g/files/vyhlif3276/f/pages/final_candidate_list_for_june_8_2021_town_election_0.pdf,
Hubbardston,2021,3,election_page,https://hubbardstonma.us/208/Town-Clerk,Town Clerk
Hubbardston,2021,3,election_page,https://hubbardstonma.us/275/ElectionTown-Meeting-Information,Election/Town Meeting Information
Huntington,2021,3,election_page,https://huntingtonma.us/node/371,Elections
Huntington,2021,3,election_page,https://huntingtonma.us/town-clerk,Town Clerk
Huntington,2023,3,election_page,https://huntingtonma.us/node/371,Elections
Huntington,2023,3,election_page,https://huntingtonma.us/town-clerk,Town Clerk
Huntington,2024,3,election_page,https://huntingtonma.us/node/371,Elections
Huntington,2024,3,election_page,https://huntingtonma.us/town-clerk,Town Clerk
Huntington,2025,3,election_page,https://huntingtonma.us/node/371,Elections
Huntington,2025,3,election_page,https://huntingtonma.us/town-clerk,Town Clerk
Lanesborough,2021,1,annual_report,https://lanesborough-ma.gov/government/Document Center/Government/Town Meeting/2021/2020_lanesboro_town_report_for_website.pdf?t=202210051326380,FY20 Annual Town Report
Lanesborough,2021,1,annual_report,https://lanesborough-ma.gov/government/Document Center/Government/Town Meeting/2022/2021_full_lanesborough_town_report.pdf?t=202210051326380,FY21 Annual Town Report
Lanesborough,2021,1,annual_report,https://www.lanesborough-ma.gov/sites/g/files/vyhlif761/f/pages/mccann_annual_report_2021.pdf,
Lanesborough,2021,2,townmtg_election,https://lanesborough-ma.gov/government/Document Center/Government/Town Meeting/2021/annual_town_meeting_warrant_2021.pdf?t=202210051326380,FY22 Annual Town Meeting Warrant
Lanesborough,2024,1,annual_report,https://lanesborough-ma.gov/government/2024 Lanesborough Town Report Revised post print copy.pdf?t=202506021606460,FY24 Lanesborough Town Report Revised post print copy
Lanesborough,2024,1,annual_report,https://lanesborough-ma.gov/government/2nd Revised 2022 Lanesborough Town Report interior lo-rez proof.pdf?t=202404221130500,FY22 Annual Town Report
Lanesborough,2024,1,annual_report,https://lanesborough-ma.gov/government/Document Center/2023 Lanesborough Town Report.pdf?t=202408081304490,FY23 Annual Town Report
Lanesborough,2024,1,annual_report,https://lanesborough-ma.gov/government/town_reports/Lanesborough Pavement Evaluation Report 2024_Draft.pdf?t=202607221241580,2024 Lanesborough Pavement Evaluation Report
Lanesborough,2025,1,annual_report,https://lanesborough-ma.gov/business/business_directory/2025 LAN biz directory - REVISED for Annual Report 2.docx?t=202601181322170,Full 2026 Business Directory Here
Lanesborough,2025,1,annual_report,https://lanesborough-ma.gov/government/2024 Lanesborough Town Report Revised post print copy.pdf?t=202506021606460,FY24 Lanesborough Town Report Revised post print copy
Lanesborough,2025,1,annual_report,https://lanesborough-ma.gov/government/2025 Lanesborough Town Report.pdf?t=202607021421580,2025 Annual Town Report
Lanesborough,2025,1,annual_report,https://lanesborough-ma.gov/government/town_reports/Lanesborough Master Plan Final V4.pdf?t=202607221448250,2025 Master Plan
Lee,2023,3,election_page,https://lee.ma.us/174/Town-Clerk,Town Clerk
Lee,2023,3,election_page,https://lee.ma.us/235/Past-Town-Elections,Past Town Elections
Lee,2023,3,election_page,https://lee.ma.us/DocumentCenter/View/418/2023-Town-Clerk-Fee-Schedule,2023 Town Clerk Fee Schedule
Lee,2023,4,minutes,https://leema.gov/DocumentCenter/View/296/Minutes-STM-FY-24-December-2023-PDF,Minutes (PDF)
Lee,2024,3,election_page,https://lee.ma.us/174/Town-Clerk,Town Clerk
Lee,2024,3,election_page,https://lee.ma.us/235/Past-Town-Elections,Past Town Elections
Lee,2024,3,election_page,https://lee.ma.us/DocumentCenter/View/418/2023-Town-Clerk-Fee-Schedule,2023 Town Clerk Fee Schedule
Lee,2024,4,minutes,http://www.lee.ma.us/sites/g/files/vyhlif771/f/minutes/2024_10_02_minutes.pdf,
Lee,2025,2,townmtg_election,http://www.lee.ma.us/sites/g/files/vyhlif771/f/uploads/2025_fy_2026_annual_town_meeting_warrent.pdf,
Lee,2025,2,townmtg_election,https://leema.gov/DocumentCenter/View/1304/2025-FY-2026-Annual-Town-Meeting-Warrant-May-8,"2025 (FY 2026) Annual Town Meeting Warrant, May 8"
Lee,2025,2,townmtg_election,https://www.lee.ma.us/sites/g/files/vyhlif771/f/uploads/2025_fy_2026_annual_town_meeting_warrent.pdf?ref=writing.strisker.com,
Lee,2025,3,election_page,https://lee.ma.us/174/Town-Clerk,Town Clerk
Lenox,2021,1,annual_report,https://townoflenox.com/DocumentCenter/View/371/Annual-Town-Report-2021,Annual Town Report 2021
Lenox,2021,2,townmtg_election,https://www.townoflenox.com/sites/g/files/vyhlif3341/f/news/final_4-6-2021_agricultural_uses_bylaw_for_town_meeting.pdf,
Lenox,2021,2,townmtg_election,https://www.townoflenox.com/sites/g/files/vyhlif3341/f/uploads/zoning_bylaw_2021_annual_town_meeting_approved_zoning_bylaw.pdf,
Lenox,2021,2,townmtg_election,https://www.townoflenox.com/sites/g/files/vyhlif3341/f/uploads/zoning_bylaw_2021_annual_town_meeting_approved_zoning_bylaw_2.pdf,
Lenox,2022,1,annual_report,https://townoflenox.com/DocumentCenter/View/375/Annual-Town-Report-2022,Annual Town Report 2022
Lenox,2022,3,election_page,https://townoflenox.com/1200/Town-Clerk,Town Clerk
Lenox,2022,3,election_page,https://townoflenox.com/1490/2026-Annual-Town-Meeting-Annual-Town-Ele,2026 Annual Town Meeting & Annual Town Election Materials
Lenox,2022,3,election_page,https://townoflenox.com/m/newsflash/Home/Detail/23,2026 Election Calendar & Dates
Lenox,2023,1,annual_report,https://townoflenox.com/DocumentCenter/View/376/Annual-Town-Report-2023,Annual Town Report 2023
Lenox,2023,3,election_page,https://townoflenox.com/1200/Town-Clerk,Town Clerk
Lenox,2023,3,election_page,https://townoflenox.com/1490/2026-Annual-Town-Meeting-Annual-Town-Ele,2026 Annual Town Meeting & Annual Town Election Materials
Lenox,2023,3,election_page,https://townoflenox.com/m/newsflash/Home/Detail/23,2026 Election Calendar & Dates
Lenox,2024,1,annual_report,https://townoflenox.com/DocumentCenter/View/377/Annual-Town-Report-2024,Annual Town Report 2024
Lenox,2024,2,townmtg_election,https://townoflenox.com/ImageRepository/Document?documentID=106,Departments / Town Manager 2024 Town Meeting Budget Presenta
Lenox,2024,3,election_page,https://townoflenox.com/1200/Town-Clerk,Town Clerk
Lenox,2024,3,election_page,https://townoflenox.com/1490/2026-Annual-Town-Meeting-Annual-Town-Ele,2026 Annual Town Meeting & Annual Town Election Materials
Lenox,2025,1,annual_report,https://townoflenox.com/DocumentCenter/View/3428/Annual-Town-Report-2025,Annual Town Report 2025
Lenox,2025,3,election_page,https://townoflenox.com/1200/Town-Clerk,Town Clerk
Lenox,2025,3,election_page,https://townoflenox.com/1490/2026-Annual-Town-Meeting-Annual-Town-Ele,2026 Annual Town Meeting & Annual Town Election Materials
Lenox,2025,3,election_page,https://townoflenox.com/m/newsflash/Home/Detail/23,2026 Election Calendar & Dates
Leverett,2024,2,townmtg_election,https://leverett.ma.us/news/newsfile_12135_2024_budget_for_town_meeting.pdf,newsfile 12135 2024 budget for town meeting.pdf
Leverett,2024,2,townmtg_election,https://leverett.ma.us/news/newsfile_12136_2024_budget_for_town_meeting.pdf,
Leverett,2024,3,election_page,https://leverett.ma.us/d/0/?cid=69,Town Clerk
Leverett,2024,3,election_page,https://leverett.ma.us/f/0/16/Town-Clerk-Files,Town Clerk Files
Leverett,2025,2,townmtg_election,https://leverett.ma.us/news/newsfile_13198_May_3_2025_Annual_Town_Meeting_warrant.pdf,
Leverett,2025,3,election_page,https://leverett.ma.us/d/0/?cid=69,Town Clerk
Leverett,2025,3,election_page,https://leverett.ma.us/f/0/16/Town-Clerk-Files,Town Clerk Files
Leverett,2025,3,election_page,https://leverett.ma.us/p/29/Town-Clerk,
Leyden,2021,2,townmtg_election,https://www.townofleyden.com/news/newsfile_99_FY2021_Budget_for_Annual_Town_Meeting.pdf,
Leyden,2021,3,election_page,https://townofleyden.com/f/0/1053/Elections-and-Town-Meetings,Elections and Town Meetings
Leyden,2021,3,election_page,https://townofleyden.com/p/111/Voting-and-Elections,Voting and Election Information
Leyden,2021,3,election_page,https://townofleyden.com/p/40/Town-Clerk,
Leyden,2022,1,annual_report,https://townofleyden.com/files/2022_Annual_Town_Report.pdf,
Leyden,2022,2,townmtg_election,https://townofleyden.com/files/Annual_Town_Meeting_2022-06-21_Warrant.pdf,
Leyden,2022,2,townmtg_election,https://townofleyden.com/files/Special_Town_Meeting_2022-06-21_Warrant.pdf,
Leyden,2022,3,election_page,https://townofleyden.com/f/0/1053/Elections-and-Town-Meetings,Elections and Town Meetings
Ludlow,2021,1,annual_report,https://ludlow.ma.us/wp-content/uploads/sites/2/2025/05/2021-Annual-Town-Report.pdf,
Ludlow,2021,2,townmtg_election,https://ludlow.ma.us/wp-content/uploads/sites/2/2025/06/Annual-Town-Meeting-Warrant-2021-05-10.pdf,
Ludlow,2021,2,townmtg_election,https://ludlow.ma.us/wp-content/uploads/sites/2/2025/06/Special-Town-Meeting-Warrant-2021-10-04.pdf,
Ludlow,2021,3,election_page,https://ludlow.ma.us/category/town-clerk/,Documents and Resources
Ludlow,2022,1,annual_report,https://ludlow.ma.us/wp-content/uploads/sites/2/2025/05/2022-Annual-Town-Report.pdf,
Ludlow,2022,1,annual_report,https://ludlow.ma.us/wp-content/uploads/sites/2/2025/05/Collector-Town-Report-2022.pdf,
Ludlow,2022,2,townmtg_election,http://www.ludlow.ma.us/reports/clerk/2022-town_election_openings.pdf,
Ludlow,2022,2,townmtg_election,https://ludlow.ma.us/wp-content/uploads/sites/2/2025/06/Annual-Town-Meeting-Warrant-2022-05-09.pdf,
Mansfield,2021,1,annual_report,https://www.mansfieldma.com/DocumentCenter/View/5395/Annual-Town-Report-2021-PDF,
Mansfield,2021,2,townmtg_election,https://mansfieldma.com/ImageRepository/Document?documentID=309,Town Meetings ATM 2021
Mansfield,2021,2,townmtg_election,https://mansfieldma.com/ImageRepository/Document?documentID=312,"Elections / 2021 Annual Town Election May 11, 2021 Annual To"
Mansfield,2021,2,townmtg_election,https://www.mansfieldma.com/DocumentCenter/View/4182/2021-Special-Town-Meeting-Motions-Packet,
Marion,2021,1,annual_report,https://www.marionma.gov/sites/g/files/vyhlif3406/f/pages/2021_annual_report.pdf,
Marion,2021,1,annual_report,https://www.marionma.gov/sites/g/files/vyhlif3406/f/uploads/2021_annual_report.pdf,
Marion,2021,3,election_page,https://marionma.gov/272/Town-Meeting-Election-Information,
Marion,2021,3,election_page,https://marionma.gov/902/Past-Town-Meeting-and-Election-Informati,
Marion,2022,1,annual_report,https://www.marionma.gov/sites/g/files/vyhlif3406/f/pages/annual_report_2022.pdf,
Marion,2022,3,election_page,https://marionma.gov/272/Town-Meeting-Election-Information,
Marion,2022,3,election_page,https://marionma.gov/902/Past-Town-Meeting-and-Election-Informati,
Marion,2022,3,election_page,https://www.marionma.gov/762/Town-Meeting-Information,TOWN MEETING & ELECTION INFORMATION
Marion,2023,1,annual_report,https://marionma.gov/DocumentCenter/View/1157,2023 Annual Report (PDF)
Marion,2023,1,annual_report,https://www.marionma.gov/DocumentCenter/View/1157/2023-Annual-Report-PDF,
Marion,2023,1,annual_report,https://www.marionma.gov/DocumentCenter/View/1157/2023-Annual-Report-PDF?bidId=,
Marion,2023,2,townmtg_election,https://marionma.gov/DocumentCenter/View/2750,"October 23, 2023 Special Town Meeting Minutes (PDF)"
Mashpee,2022,1,annual_report,https://mashpeema.gov/DocumentCenter/View/1282/2022-Annual-Report,2022 Annual Report
Mashpee,2022,1,annual_report,https://www.mashpeema.gov/DocumentCenter/View/4349/2022-Annual-Report,2022 Annual Report
Mashpee,2022,2,townmtg_election,https://www.mashpeema.gov/sites/g/files/vyhlif3426/f/news/may_2_2022_executed_town_meeting_warrant_to_final_.pdf,
Mashpee,2022,3,election_page,https://mashpeema.gov/1205/Town-Clerk,Town Clerk
Mashpee,2023,1,annual_report,https://mashpeema.gov/DocumentCenter/View/1283/2023-Annual-Report,2023 Annual Report
Mashpee,2023,2,townmtg_election,https://mashpeema.gov/DocumentCenter/View/1304/Finance-Committee-Report---Town-Meeting-Warrant-October-16-2023,"Finance Committee Report - Town Meeting Warrant October 16, "
Mashpee,2023,2,townmtg_election,https://mashpeema.gov/DocumentCenter/View/561/May-1-2023-Finance-Committee-Report-and-Town-Meeting-Warrant,May 1 2023 Finance Committee Report & Town Meeting Warrant
Mashpee,2023,2,townmtg_election,https://www.mashpeema.gov/DocumentCenter/View/4302,2023 Statement of Organization for Special Town Election?bid
Mendon,2021,1,annual_report,https://mendonma.gov/DocumentCenter/View/181/2021-Annual-Town-Report,2021 Annual Town Report
Mendon,2021,1,annual_report,https://www.mendonma.gov/DocumentCenter/View/181/2021-Annual-Report-PDF,
Mendon,2021,1,annual_report,https://www.mendonma.gov/sites/g/files/vyhlif881/f/pages/2021_annual_report.pdf,
Mendon,2021,3,election_page,https://mendonma.gov/164/Town-Clerk,Town Clerk
Mendon,2024,1,annual_report,https://www.mendonma.gov/DocumentCenter/View/851/2024-Annual-Town-Report,
Mendon,2024,3,election_page,https://mendonma.gov/164/Town-Clerk,Town Clerk
Mendon,2024,3,election_page,https://mendonma.gov/171/Elections,
Mendon,2024,3,election_page,https://mendonma.gov/AgendaCenter/ViewFile/Agenda/_05192026-1520?html=true,Annual Town Election Warrant
Mendon,2025,1,annual_report,https://mendonma.gov/DocumentCenter/View/1528/2025--Annual-Town-Report,2025  Annual Town Report
Mendon,2025,2,townmtg_election,https://mendonma.gov/DocumentCenter/View/1087/2025-Annual-Town-Meeting-Report-5225,
Mendon,2025,2,townmtg_election,https://mendonma.gov/DocumentCenter/View/1508/SPECIAL-TOWN-MEETING-NOVEMBER-12-2025-PROCEEDINGS,"SPECIAL TOWN MEETING NOVEMBER 12, 2025-PROCEEDINGS"
Mendon,2025,2,townmtg_election,https://mendonma.gov/DocumentCenter/View/1509/ANNUAL-TOWN-MEETING-MAY-2-2025-PROCEEDINGS,"ANNUAL TOWN MEETING MAY 2, 2025-PROCEEDINGS"
Middlefield,2021,3,election_page,https://middlefield-ma.gov/230/Town-Clerk,
Middlefield,2021,3,election_page,https://middlefield-ma.gov/237/Find-Election-Information,Elections
Middlefield,2021,3,election_page,https://middlefield-ma.gov/CivicAlerts.aspx?AID=36,"TOWN ELECTION RESULTS OF MAY 2, 2026"
Middlefield,2022,3,election_page,https://middlefield-ma.gov/230/Town-Clerk,
Middlefield,2022,3,election_page,https://middlefield-ma.gov/237/Find-Election-Information,Elections
Middlefield,2022,3,election_page,https://middlefield-ma.gov/CivicAlerts.aspx?AID=36,"TOWN ELECTION RESULTS OF MAY 2, 2026"
Middlefield,2025,3,election_page,https://middlefield-ma.gov/230/Town-Clerk,
Middlefield,2025,3,election_page,https://middlefield-ma.gov/237/Find-Election-Information,Elections
Middlefield,2025,3,election_page,https://middlefield-ma.gov/CivicAlerts.aspx?AID=36,"TOWN ELECTION RESULTS OF MAY 2, 2026"
Middlefield,2025,4,minutes,https://middlefield-ma.gov/AgendaCenter/ViewFile/Minutes/_08042025-444,
Millbury,2021,1,annual_report,https://millburyma.gov/DocumentCenter/View/1816/Annual-Town-Report---FY-2021,Annual Town Report - FY 2021
Millbury,2021,1,annual_report,https://millburyma.gov/DocumentCenter/View/233/Annual-Town-Report---FY-2021,Annual Town Report - FY 2021
