municipality,year,status,host,native_url
Winchendon,2023,HOST_ONLY,townofwinchendon.com,https://www.townofwinchendon.com/sites/g/files/vyhlif8401/f/pages/2023.05.01_annual_town_election.pdf
Winchendon,2024,HOST_ONLY,townofwinchendon.com,https://www.townofwinchendon.com/Archive.aspx?ADID=2581
Winchendon,2025,HOST_ONLY,townofwinchendon.com,https://www.townofwinchendon.com/Archive.aspx?ADID=542
Brewster,2023,HOST_ONLY,brewster-ma.gov,https://www.brewster-ma.gov/sites/g/files/vyhlif6286/f/uploads/unofficial_town_election_results.pdf
Brewster,2024,HOST_ONLY,brewster-ma.gov,https://www.brewster-ma.gov/town-clerk/files/march-5-2024-official-primary-results
Brewster,2025,HOST_ONLY,brewster-ma.gov,https://www.brewster-ma.gov/home/files/atm-may-5-2025-results
Littleton,2021,HOST_ONLY,littletonma.org,https://www.littletonma.org/DocumentCenter/View/1790
Littleton,2025,HOST_ONLY,littletonma.org,https://www.littletonma.org/DocumentCenter/View/9564
Hull,2021,HOST_ONLY,town.hull.ma.us,https://www.town.hull.ma.us/town-clerk/pages/archived-election-information
Hull,2023,HOST_ONLY,town.hull.ma.us,https://www.town.hull.ma.us/sites/g/files/vyhlif3286/f/uploads/unofficial_results_may_15_2023_and_june_13_2023_combined_total_1.pdf
Hull,2024,HOST_ONLY,town.hull.ma.us,https://www.town.hull.ma.us/town-clerk/files/november-5-2024-state-presidential-election-official-results
Hull,2025,HOST_ONLY,town.hull.ma.us,https://www.town.hull.ma.us/town-clerk/files/2025-annual-town-election-official-results
Ware,2021,HOST_ONLY,townofware.com,https://www.townofware.com/00-Full%20Report%20Web.pdf
Ware,2022,HOST_ONLY,townofware.com,https://www.townofware.com/2023%20Annual%20Report%20Final%20Reduced%20File%20Size.pdf
Plainville,2022,HOST_ONLY,plainville.ma.us,https://www.plainville.ma.us/DocumentCenter/View/363
Plainville,2024,HOST_ONLY,plainville.ma.us,https://www.plainville.ma.us/DocumentCenter/View/1457
Sturbridge,2021,HOST_ONLY,sturbridge.org,https://sturbridge.org/DocumentCenter/View/7969/2021-Annual-Town-Election-Results
Sturbridge,2023,HOST_ONLY,sturbridge.gov,https://www.sturbridge.gov/sites/g/files/vyhlif12111/f/news/annual_town_election_04-10-2023_offical_tally_sheet_0.xlsx
Sturbridge,2025,HOST_ONLY,sturbridge.gov,https://www.sturbridge.gov/sites/g/files/vyhlif12111/f/pages/fy26_finance_committee_report.pdf
Middleton,2021,HOST_ONLY,middletonma.gov,https://www.middletonma.gov/DocumentCenter/View/2941/2021-6-12-Annual-Town-Election--Official-Results
Middleton,2022,HOST_ONLY,middletonma.gov,https://www.middletonma.gov/DocumentCenter/View/3347/2022-05-17-ATE---Official-Results
Middleton,2023,HOST_ONLY,middletonma.gov,https://www.middletonma.gov/DocumentCenter/View/3811/2023-05-16-ATE-Official-Results
Middleton,2024,HOST_ONLY,middletonma.gov,https://www.middletonma.gov/DocumentCenter/View/4608/2024-05-21-ATE---Official-Results
Middleton,2025,HOST_ONLY,middletonma.gov,https://www.middletonma.gov/DocumentCenter/View/5221/2025-05-20-ATE---Official-Results
Sutton,2022,HOST_ONLY,suttonma.org,https://www.suttonma.org/town-clerk/news/annual-town-election-official-results-may-27-2025
Sutton,2024,HOST_ONLY,suttonma.org,https://www.suttonma.org/home/news/town-election-results-1
Sutton,2025,HOST_ONLY,suttonma.org,https://www.suttonma.org/home/news/official-town-election-results-may-27-2025
Salisbury,2021,HOST_ONLY,salisburyma.gov,https://www.salisburyma.gov/town-clerk/files/2021-town-election-results-5-11-2021
Salisbury,2022,HOST_ONLY,salisburyma.gov,https://www.salisburyma.gov/town-clerk/files/2022-town-election-results-5-10-2022
Salisbury,2023,HOST_ONLY,salisburyma.gov,https://www.salisburyma.gov/sites/g/files/vyhlif1166/f/uploads/unofficial_results_-2023_town_election.pdf
Salisbury,2024,HOST_ONLY,salisburyma.gov,https://www.salisburyma.gov/home/news/town-election-results-may-14-2024
Salisbury,2025,HOST_ONLY,salisburyma.gov,https://www.salisburyma.gov/town-clerk/pages/election-results
Southwick,2021,HOST_ONLY,southwickma.org,https://www.southwickma.org/sites/g/files/vyhlif1241/f/uploads/atr21.pdf
Southwick,2022,HOST_ONLY,southwickma.org,https://www.southwickma.org/town-clerk/pages/elections-archive
Southwick,2023,HOST_ONLY,southwickma.org,https://www.southwickma.org/sites/g/files/vyhlif1241/f/uploads/town_official_may_9_2023.pdf
Southwick,2024,HOST_ONLY,southwickma.gov,https://www.southwickma.gov/sites/g/files/vyhlif5381/f/uploads/2024_official_results.pdf
Southwick,2025,HOST_ONLY,southwickma.gov,https://www.southwickma.gov/sites/g/files/vyhlif5381/f/uploads/2025_election_results.pdf
Blackstone,2021,HOST_ONLY,townofblackstone.org,https://www.townofblackstone.org/DocumentCenter/View/584/Official-Results-Ate-2021-PDF
Blackstone,2022,HOST_ONLY,townofblackstone.org,https://www.townofblackstone.org/DocumentCenter/View/610/Ate-2022-Official-Results-PDF
Blackstone,2023,HOST_ONLY,townofblackstone.org,https://www.townofblackstone.org/DocumentCenter/View/242/2023-Annual-Town-Election-Official-Results-PDF
Blackstone,2024,HOST_ONLY,townofblackstone.org,https://www.townofblackstone.org/DocumentCenter/View/1352/2024-Annual-Town-Election-Official-Results
Blackstone,2025,HOST_ONLY,townofblackstone.org,https://www.townofblackstone.org/DocumentCenter/View/2451/Annual-Town-Election-Results-2025
Townsend,2024,HOST_ONLY,townsendma.gov,https://www.townsendma.gov/news_detail_T21_R76.php
Townsend,2025,HOST_ONLY,townsendma.gov,https://www.townsendma.gov/Documents/Departments/Clerk/OFFICIAL RESULTS 7-29-25.pdf?t=202507292025100
Rutland,2024,HOST_ONLY,townofrutland.org,https://www.townofrutland.org/DocumentCenter/View/1995
Rutland,2025,HOST_MISSING,rutland-ma.gov,https://www.rutland-ma.gov/sites/g/files/vyhlif5676/f/uploads/2025_election_official_results.pdf
Douglas,2021,HOST_ONLY,douglas-ma.gov,https://douglas-ma.gov/Archive.aspx?ADID=139
Douglas,2022,HOST_ONLY,douglas-ma.gov,https://douglas-ma.gov/DocumentCenter/View/2876/2022-TOWN-ELECTION-RESULTS
Douglas,2023,HOST_ONLY,douglas-ma.gov,https://www.douglas-ma.gov/DocumentCenter/View/3533/2023-Annual-Election-Results
Douglas,2024,HOST_ONLY,douglas-ma.gov,https://www.douglas-ma.gov/civicalerts.aspx?ARC=L&What=1&CC=0&intArchCatID=1&From=CID%3D1
Georgetown,2021,HOST_ONLY,georgetownma.gov,http://georgetownma.gov/Document%20Center/Departments/Town%20Clerk/Election%20Results/officialresultsate051021_1.xlsx?t=202308070838400
Georgetown,2022,HOST_ONLY,georgetownma.gov,http://georgetownma.gov/Document%20Center/Departments/Town%20Clerk/Election%20Results/unofficial_results_0592022.xlsx?t=202308070839370
Georgetown,2023,HOST_ONLY,georgetownma.gov,https://georgetownma.gov/Document%20Center/Departments/Town%20Clerk/Election%20Results/unofficial_results_tally_sheets_5_8_23.pdf?t=202308070841530
Georgetown,2024,HOST_ONLY,georgetownma.gov,http://georgetownma.gov/Document%20Center/Departments/Town%20Clerk/Election%20Results/results_tally_sheet_-_totals_-_may_13_2024_town_election.pdf?t=202409120623360
Georgetown,2025,HOST_ONLY,georgetownma.gov,http://georgetownma.gov/Document%20Center/Town%20Clerk/FINAL%20OFFICIAL%20Results%20-Annual%20Town%20Election%20-%20May12%202025.pdf?t=202505151127070
Millis,2021,HOST_ONLY,millisma.gov,https://www.millisma.gov/economic-development-committee
Millis,2024,HOST_ONLY,millisma.gov,https://www.millisma.gov/home/files/051324-town-election-results
Millis,2025,HOST_ONLY,millisma.gov,https://www.millisma.gov/town-clerk/news/december-8-2025-special-town-election-results
Lancaster,2022,HOST_ONLY,ci.lancaster.ma.us,https://www.ci.lancaster.ma.us/DocumentCenter/View/434/2022-Year-End-Campaign-Finance-Report-ALL-PDF
Lancaster,2024,HOST_ONLY,ci.lancaster.ma.us,https://www.ci.lancaster.ma.us/DocumentCenter/View/2004/2024-State-Election-Final-Results
Lancaster,2025,HOST_ONLY,ci.lancaster.ma.us,https://www.ci.lancaster.ma.us/DocumentCenter/View/2070/Annual-Town-Election-05122025-Official-Results
Cohasset,2023,HOST_ONLY,cohassetma.org,https://www.cohassetma.org/DocumentCenter/View/9158/ATE-2023_05_13---Final-Tabulation-Sheet-PDF-updated-5-19-2023
Cohasset,2024,HOST_ONLY,cohassetma.org,https://cohassetma.org/DocumentCenter/View/12736/2024-Nov-5_Presidential-Election-State-Election---Official-Results
Cohasset,2025,HOST_ONLY,cohassetma.gov,https://www.cohassetma.gov/DocumentCenter/View/13043/Cohasset_SS-Vo-Tech-District-Election-Results-2025
Westminster,2021,HOST_ONLY,westminster-ma.gov,https://www.westminster-ma.gov/home/files/04-27-2021-annual-town-election-results
Westminster,2022,HOST_ONLY,westminster-ma.gov,https://www.westminster-ma.gov/home/files/04-26-2022-official-results-annual-town-election
Westminster,2023,HOST_ONLY,westminster-ma.gov,https://www.westminster-ma.gov/sites/g/files/vyhlif1431/f/uploads/official_results_of_the_04-25-2023_annual_town_election.pdf
Westminster,2024,HOST_ONLY,westminster-ma.gov,https://www.westminster-ma.gov/home/files/04-30-2024-annual-town-election
Westminster,2025,HOST_ONLY,westminster-ma.gov,https://www.westminster-ma.gov/sites/g/files/vyhlif1431/f/uploads/final_fy_25_adv_bd_booklet.pdf
Boxford,2025,HOST_ONLY,boxfordlibrary.org,https://boxfordlibrary.org/DocumentCenter/View/2305
Adams,2025,HOST_ONLY,town.adams.ma.us,https://www.town.adams.ma.us/town-clerk/files/05052025-unofficial-election-results
Monson,2023,HOST_ONLY,monson-ma.gov,https://www.monson-ma.gov/DocumentCenter/View/182/Annual-Town-Election-Results-June-16-2023-PDF
Monson,2024,HOST_ONLY,monson-ma.gov,https://www.monson-ma.gov/DocumentCenter/View/3183/ATE-results-06-11-24
Monson,2025,HOST_ONLY,monson-ma.gov,https://www.monson-ma.gov/DocumentCenter/View/3019/Monson-Annual-Town-Election-Official-Results-06-10-25
Templeton,2021,HOST_ONLY,templetonma.gov,https://www.templetonma.gov/DocumentCenter/View/2095/May-17-2021-Annual-Town-Election-PDF
Templeton,2022,HOST_ONLY,templetonma.gov,https://www.templetonma.gov/town-clerk/pages/election-results
Templeton,2024,HOST_ONLY,templetonma.gov,https://www.templetonma.gov/home/news/election-results
Templeton,2025,HOST_ONLY,templetonma.gov,https://www.templetonma.gov/DocumentCenter/View/2084/May-19-2025-Annual-Town-Election--PDF
Dighton,2021,HOST_ONLY,dighton-ma.gov,https://www.dighton-ma.gov/385/Election-Information-Center-Results
Dighton,2022,HOST_ONLY,dighton-ma.gov,https://www.dighton-ma.gov/DocumentCenter/View/1864/April-10-2022---Annual-Town-Election-Results-Packet-PDF
Dighton,2023,HOST_ONLY,dighton-ma.gov,https://www.dighton-ma.gov/DocumentCenter/View/2390/FINAL-CERTIFIED-ELECTION-RESULTS-ANNUAL-TOWN-ELECTION-4823
Dighton,2024,HOST_ONLY,dighton-ma.gov,https://www.dighton-ma.gov/385/Election-Information-Center-Results
Dighton,2025,HOST_ONLY,dighton-ma.gov,https://www.dighton-ma.gov/DocumentCenter/View/3611/Unofficial-Results-Annual-Town-Election-2025
Upton,2024,HOST_ONLY,uptonma.gov,https://uptonma.gov/DocumentCenter/View/4402/05-7--2024-Offical-Results-?bidId=
Upton,2025,HOST_ONLY,uptonma.gov,https://uptonma.gov/DocumentCenter/View/5793
Sterling,2021,HOST_ONLY,sterling-ma.gov,https://www.sterling-ma.gov/DocumentCenter/View/606/2021-06-21-Annual-Town-Election-Results-PDF
Sterling,2022,HOST_ONLY,sterling-ma.gov,https://www.sterling-ma.gov/DocumentCenter/View/611/2022-05-09-Annual-Town-Election-Results-PDF
Sterling,2023,HOST_ONLY,sterling-ma.gov,https://www.sterling-ma.gov/DocumentCenter/View/569/2023-05-08-Annual-Town-Election-Results-PDF
Sterling,2024,HOST_ONLY,sterling-ma.gov,https://www.sterling-ma.gov/DocumentCenter/View/572/2024-05-13-Annual-Town-Election-Results-PDF
West Boylston,2021,HOST_ONLY,westboylston-ma.gov,https://www.westboylston-ma.gov/town-clerk/files/june-1-2021
West Boylston,2022,HOST_ONLY,westboylston-ma.gov,https://www.westboylston-ma.gov/town-clerk/files/annual-town-election-official-results-june-7-2022
West Boylston,2024,HOST_ONLY,westboylston-ma.gov,https://www.westboylston-ma.gov/town-clerk/files/june-4-2024-local-election-results
West Boylston,2025,HOST_ONLY,westboylston-ma.gov,https://www.westboylston-ma.gov/sites/g/files/vyhlif1421/f/pages/official_results_june_3_2025.pdf
Halifax,2021,HOST_ONLY,halifax-ma.org,https://www.halifax-ma.org/DocumentCenter/View/277/Town-Election---May-15-2021---Write-Ins-XLS
Halifax,2023,HOST_ONLY,halifax-ma.org,https://www.halifax-ma.org/sites/g/files/vyhlif4496/f/uploads/official_local_election_results_5.13.2023_.pdf
Halifax,2025,HOST_ONLY,halifax-ma.org,https://www.halifax-ma.org/DocumentCenter/View/284/May-17th-2025---Annual--PDF
West Bridgewater,2021,HOST_ONLY,westbridgewaterma.org,"https://www.westbridgewaterma.org/April%202,%202025%20Packet.pdf"
West Bridgewater,2022,HOST_ONLY,westbridgewaterma.org,"https://www.westbridgewaterma.org/April%202,%202025%20Packet.pdf"
West Bridgewater,2023,HOST_ONLY,youtube.com,https://www.youtube.com/watch?v=3ou30f6kalw
Orange,2025,HOST_ONLY,townoforange.org,https://www.townoforange.org/DocumentCenter/View/939/2025-03-03-Town-Election-Results
Williamstown,2023,HOST_ONLY,williamstownma.gov,https://williamstownma.gov/2023-town-election-results/
Shirley,2025,HOST_ONLY,shirley-ma.gov,https://www.shirley-ma.gov/DocumentCenter/View/1322/2025-05-06-Annual-Town-Election
Stow,2021,HOST_ONLY,stow-ma.gov,https://www.stow-ma.gov/DocumentCenter/View/1712/2021-May-Annual-Town-Election-Results-PDF
Great Barrington,2021,HOST_MISSING,town.great-barrington.ma.us,https://www.town.great-barrington.ma.us/departments/town-clerk/elections
Great Barrington,2022,HOST_MISSING,town.great-barrington.ma.us,https://www.town.great-barrington.ma.us/departments/town-clerk/elections
Great Barrington,2025,HOST_MISSING,town.great-barrington.ma.us,https://www.town.great-barrington.ma.us/departments/town-clerk/elections
Lincoln,2021,HOST_ONLY,lincolntown.org,https://www.lincolntown.org/DocumentCenter/View/65260/Official-Annual-Town-Election-Results-2021
Lincoln,2022,HOST_ONLY,lincolntown.org,https://www.lincolntown.org/501/Election-Result-History
Lincoln,2023,HOST_ONLY,lincolntown.org,https://lincolntown.org/DocumentCenter/View/79025/2023-Annual-Town-Election-Official-Results?bidId=
Lincoln,2024,HOST_ONLY,lincolntown.org,https://www.lincolntown.org/DocumentCenter/View/85811/Annual-Town-Election-Official-Results-3252024-PDF
Lincoln,2025,HOST_ONLY,lincolntown.org,https://www.lincolntown.org/DocumentCenter/View/98361/Annual-Town-Election-3312025-Official-Results
Rockport,2023,HOST_ONLY,rockportma.gov,https://www.rockportma.gov/DocumentCenter/View/454/Local-Election-Results-May-9-2023-PDF
Rockport,2024,HOST_ONLY,rockportma.gov,https://www.rockportma.gov/DocumentCenter/View/2626
Rockport,2025,HOST_ONLY,rockportma.gov,https://www.rockportma.gov/DocumentCenter/View/4419
Berkley,2023,HOST_ONLY,townofberkleyma.com,https://www.townofberkleyma.com/sites/g/files/vyhlif2806/f/uploads/ate-_5-6-23_official_results_0.pdf
Merrimac,2025,HOST_ONLY,townofmerrimac.com,https://townofmerrimac.com/wp-content/uploads/2025/05/Unofficial-Results-Town-Election-5.5.2025.pdf
Newbury,2023,HOST_ONLY,townofnewbury.org,https://www.townofnewbury.org/home/news/official-election-results-may-9-2023
Chatham,2023,HOST_ONLY,chatham-ma.gov,https://www.chatham-ma.gov/DocumentCenter/View/5314/Our-Perspective-on-Electronic-Voting-at-Town-Meeting---January-2023-PDF
Topsfield,2021,HOST_ONLY,topsfield-ma.gov,https://www.topsfield-ma.gov/town-clerk/files/11052024-state-election-unofficial-results
Topsfield,2022,HOST_ONLY,topsfield-ma.gov,https://www.topsfield-ma.gov/town-clerk/pages/election-results-state
Topsfield,2024,HOST_ONLY,topsfield-ma.gov,https://www.topsfield-ma.gov/town-clerk/files/unofficial-results-2024-annual-town-election
Topsfield,2025,HOST_ONLY,topsfield-ma.gov,https://www.topsfield-ma.gov/town-clerk/files/officialannualtownelectionresults2025
Mattapoisett,2022,HOST_ONLY,mattapoisett.net,https://www.mattapoisett.net/DocumentCenter/View/386/Official-2023-Mattapoisett-Town-Election-Results-PDF
Ashburnham,2021,HOST_ONLY,ashburnham-ma.gov,https://www.ashburnham-ma.gov/DocumentCenter/View/499/Ballot-SAMPLE-for-Town-Election-April-27-2021-PDF
Ashburnham,2022,HOST_ONLY,ashburnham-ma.gov,https://www.ashburnham-ma.gov/DocumentCenter/View/498/Ballot-Sample-for-Town-Election-April-26-2022-PDF
Ashburnham,2023,HOST_ONLY,ashburnham-ma.gov,https://www.ashburnham-ma.gov/DocumentCenter/View/1442/2023-ATM-PROCEEDINGS----Copy
Ashburnham,2025,HOST_ONLY,ashburnham-ma.gov,https://www.ashburnham-ma.gov/DocumentCenter/View/2326/2025-Election-Results
Orleans,2022,HOST_ONLY,ma-orleans.civicplus.com,https://ma-orleans.civicplus.com/DocumentCenter/View/3142/May-2022-Final-Town-Election-Results
Orleans,2023,HOST_ONLY,town.orleans.ma.us,https://www.town.orleans.ma.us/DocumentCenter/View/5730/Final-Certified-May-16-2023-Annual-Town-Election-Results
Orleans,2024,HOST_ONLY,town.orleans.ma.us,https://www.town.orleans.ma.us/DocumentCenter/View/7386/May-21-2024-Final-Annual-Election-Results
Orleans,2025,HOST_ONLY,town.orleans.ma.us,https://www.town.orleans.ma.us/DocumentCenter/View/9116/Annual-Town-Election-Results---May-20-2025
Mendon,2022,HOST_ONLY,mendonma.gov,https://www.mendonma.gov/DocumentCenter/View/1061/02---2025-09-24---Annotation-and-Numbering---Redlined-FINAL
Mendon,2023,HOST_ONLY,mendonma.gov,https://www.mendonma.gov/DocumentCenter/View/1061/02---2025-09-24---Annotation-and-Numbering---Redlined-FINAL
Southampton,2021,HOST_ONLY,resources.finalsite.net,https://resources.finalsite.net/images/v1687279176/townofsouthamptonorg/cbntvlwbnwhtg9qi5l7w/TownofSouthampton2021AnnualTownReportFinal.pdf
Southampton,2022,HOST_MISSING,southampton-ma.gov,https://www.southampton-ma.gov/DocumentCenter/View/2245/2022-Annual-Town-Election-Results-PDF
Southampton,2023,HOST_MISSING,southampton-ma.gov,https://www.southampton-ma.gov/DocumentCenter/View/2700/2023-Annual-Town-Election-Results-PDF
Southampton,2024,HOST_MISSING,southampton-ma.gov,https://www.southampton-ma.gov/DocumentCenter/View/3192/2024-Annual-Town-Election-Results-PDF
Rowley,2021,HOST_ONLY,townofrowley.net,https://www.townofrowley.net/election/pages/election-results
Rowley,2022,HOST_ONLY,townofrowley.net,https://www.townofrowley.net/election/pages/election-results
Rowley,2023,HOST_ONLY,townofrowley.net,https://www.townofrowley.net/sites/g/files/vyhlif4956/f/uploads/20230509_certified_election_results.pdf
Rowley,2024,HOST_ONLY,townofrowley.net,https://www.townofrowley.net/election/pages/election-results
Rowley,2025,HOST_ONLY,townofrowley.net,https://www.townofrowley.net/election/pages/election-results
Granby,2021,HOST_ONLY,granby-ma.gov,https://granby-ma.gov/town-clerk/files/annual-town-election-results-2021
Granby,2022,HOST_ONLY,granby-ma.gov,https://granby-ma.gov/town-clerk/files/annual-town-election-results-2022
Granby,2023,HOST_ONLY,granby-ma.gov,https://www.granby-ma.gov/sites/g/files/vyhlif4466/f/minutes/townelection5.15.23.pdf
Granby,2024,HOST_ONLY,granby-ma.gov,https://granby-ma.gov/town-clerk/files/town-election-results-may-2024
Granby,2025,HOST_ONLY,granby-ma.gov,https://www.granby-ma.gov/sites/g/files/vyhlif4466/f/news/rec.townelection.5.19.25.pdf
Hopedale,2024,HOST_ONLY,hopedale-ma.gov,https://www.hopedale-ma.gov/sites/g/files/vyhlif711/f/news/unofficial_results_0.pdf
Hopedale,2025,HOST_ONLY,hopedale-ma.gov,https://www.hopedale-ma.gov/town-clerk/minutes/2025-may-annual-town-election
Dover,2021,HOST_ONLY,doverma.gov,https://www.doverma.gov/557/2021-Election-Results
Dover,2023,HOST_ONLY,doverma.gov,https://www.doverma.gov/DocumentCenter/View/2971/2023-Annual-Town-Election-Final-Results?bidId=
Dover,2024,HOST_ONLY,doverma.gov,https://www.doverma.gov/DocumentCenter/View/3613
Dover,2025,HOST_ONLY,doverma.gov,https://www.doverma.gov/DocumentCenter/View/4588
Lee,2025,HOST_ONLY,lee.ma.us,https://www.lee.ma.us/home/news/town-election-results-2025
Eastham,2021,HOST_ONLY,eastham-ma.gov,https://www.eastham-ma.gov/Archive.aspx?ADID=131
Eastham,2022,HOST_ONLY,eastham-ma.gov,https://www.eastham-ma.gov/Archive.aspx?ADID=170
Eastham,2024,HOST_ONLY,eastham-ma.gov,https://www.eastham-ma.gov/Archive.aspx?ADID=196
Eastham,2025,HOST_ONLY,eastham-ma.gov,https://www.eastham-ma.gov/DocumentCenter/View/4401/TOWN-ELECTION-FINAL-RESULT-5202025
Rochester,2022,HOST_ONLY,townofrochestermass.com,https://www.townofrochestermass.com/town-clerk/news/unofficial-results-annual-town-election-may-22-2024
Rochester,2024,HOST_ONLY,townofrochestermass.com,https://www.townofrochestermass.com/town-clerk/news/unofficial-results-annual-town-election-may-22-2024
Rochester,2025,HOST_ONLY,townofrochestermass.com,https://www.townofrochestermass.com/sites/g/files/vyhlif5446/f/news/copy_of_tally_sheet_-_18nov25_003.xlsx
Bolton,2023,HOST_ONLY,bolton-ma.gov,https://www.bolton-ma.gov/DocumentCenter/View/425/ate_5-8-23_official_results
Bolton,2024,HOST_ONLY,bolton-ma.gov,https://www.bolton-ma.gov/DocumentCenter/View/434/May-13-2024---Annual-Town-Election
Bolton,2025,HOST_ONLY,bolton-ma.gov,https://www.bolton-ma.gov/DocumentCenter/View/429/Tally-Sheet---Unofficial
Barre,2025,HOST_ONLY,townofbarre.com,https://www.townofbarre.com/index.asp?DE=0627AF68-4842-4C82-9206-FA4CDE73CFC5&SEC=98DE393D-B275-437E-A650-4DAA9F735869
Boxborough,2021,HOST_ONLY,boxborough-ma.gov,https://www.boxborough-ma.gov/DocumentCenter/View/1529/05-18-2021-Annual-Town-Election-PDF
Boxborough,2022,HOST_ONLY,boxborough-ma.gov,https://www.boxborough-ma.gov/DocumentCenter/View/2305/05-17-2022-Annual-Town-Election-PDF
Boxborough,2023,HOST_ONLY,boxborough-ma.gov,https://www.boxborough-ma.gov/DocumentCenter/View/3282/Election-results-May-16-2023
Boxborough,2024,HOST_ONLY,boxborough-ma.gov,https://www.boxborough-ma.gov/DocumentCenter/View/4806/05-21-2024-Town-Election-Results-PDF
Boxborough,2025,HOST_ONLY,boxborough-ma.gov,https://www.boxborough-ma.gov/DocumentCenter/View/6367/05-20-2025-Annual-Town-Election-PDF
Manchester,2021,HOST_ONLY,manchester.ma.us,https://www.manchester.ma.us/DocumentCenter/View/3907/2021-May-18-Annual-Town-Election-Results
Manchester,2022,HOST_ONLY,manchester.ma.us,https://manchester.ma.us/DocumentCenter/View/4884/2022-May-17-Annual-Town-Election-Results
Manchester,2024,HOST_ONLY,manchester.ma.us,https://manchester.ma.us/DocumentCenter/View/8043/2024-Official-Election-Results-11524
Manchester,2025,HOST_ONLY,manchester.ma.us,https://www.manchester.ma.us/DocumentCenter/View/9131/2025-May-20-Annual-Town-Election-Results
Marion,2023,HOST_ONLY,sippican.theweektoday.com,https://sippican.theweektoday.com/article/incumbents-mcsweeny-beauregard-mcgaffey-win-school-committee-seats-marion/63777
Marion,2024,HOST_ONLY,marionma.gov,https://www.marionma.gov/DocumentCenter/View/1225
Marion,2025,HOST_ONLY,marionma.gov,https://www.marionma.gov/DocumentCenter/View/2650
Oak Bluffs,2025,HOST_ONLY,oakbluffsma.gov,https://oakbluffsma.gov/DocumentCenter/View/12344
Hadley,2021,HOST_ONLY,hadleyma.org,https://www.hadleyma.org/town-clerk/files/doings-2021413-ate
Hadley,2022,HOST_ONLY,hadleyma.org,https://www.hadleyma.org/town-clerk/files/5172022-ate
Hadley,2023,HOST_ONLY,hadleyma.org,https://www.hadleyma.org/sites/g/files/vyhlif651/f/uploads/doings_at_the_2023_may_16_ate_0.pdf
Hadley,2024,HOST_ONLY,hadleyma.org,https://www.hadleyma.org/town-clerk/files/2024ate
Hadley,2025,HOST_ONLY,hadleyma.org,https://www.hadleyma.org/select-board/files/service-delivery-plan-2025
Carlisle,2021,HOST_ONLY,carlislema.gov,https://www.carlislema.gov/DocumentCenter/View/3313/2021-06-22-Annual-Town-Election-Results-PDF
Carlisle,2022,HOST_ONLY,carlislema.gov,https://carlislema.gov/DocumentCenter/View/3954/2022-05-10-Annual-Town-Election-Results-PDF
Carlisle,2023,HOST_ONLY,carlislema.gov,https://www.carlislema.gov/DocumentCenter/View/4904/2023-05-16-Annual-Town-Election-Results?bidId=
Carlisle,2024,HOST_ONLY,carlislema.gov,https://www.carlislema.gov/DocumentCenter/View/5664/03-05-2024-Presidential-Primary-Preliminary-Results
Carlisle,2025,HOST_ONLY,carlislema.gov,https://carlislema.gov/DocumentCenter/View/7369/Final-Results-20250603-Town-Election
Edgartown,2021,HOST_ONLY,edgartown-ma.us,https://www.edgartown-ma.us/home/showpublisheddocument/14598/637856245439400000
Edgartown,2023,HOST_ONLY,edgartown-ma.us,https://www.edgartown-ma.us/home/showpublisheddocument/20230/638170630272000000
Edgartown,2024,HOST_ONLY,edgartown-ma.us,https://www.edgartown-ma.us/home/showpublisheddocument/23759/638485248313700000
Edgartown,2025,HOST_ONLY,edgartown-ma.us,https://www.edgartown-ma.us/home/showpublisheddocument/26482/638799144056070000
Deerfield,2021,HOST_ONLY,deerfieldma.us,https://www.deerfieldma.us/DocumentCenter/View/268
Deerfield,2022,HOST_ONLY,deerfieldma.us,https://www.deerfieldma.us/DocumentCenter/View/678/Local-Election-Results-5-2-22-OFFICIAL
Deerfield,2024,HOST_ONLY,deerfieldma.us,https://www.deerfieldma.us/DocumentCenter/View/2132
Deerfield,2025,HOST_ONLY,deerfieldma.us,https://www.deerfieldma.us/DocumentCenter/View/2758
Paxton,2021,HOST_ONLY,townofpaxton.net,https://www.townofpaxton.net/sites/g/files/vyhlif4846/f/events/atm_warrant_8.29.2020_fy21.pdf
Paxton,2023,HOST_ONLY,townofpaxton.net,https://www.townofpaxton.net/sites/g/files/vyhlif4846/f/uploads/official_results_annual_town_election_05.08.2023.pdf
Paxton,2024,HOST_ONLY,townofpaxton.net,https://www.townofpaxton.net/scenic-byway-committee?month=2024-11
Paxton,2025,HOST_ONLY,townofpaxton.net,https://www.townofpaxton.net/capital-improvements-planning-committee?month=2025-07
Wenham,2021,HOST_ONLY,wenhamma.gov,https://www.wenhamma.gov/Archive.aspx?ADID=1268
Wenham,2022,HOST_ONLY,wenhamma.gov,https://www.wenhamma.gov/Archive.aspx?ADID=1272
Wenham,2023,HOST_ONLY,cms4files1.revize.com,https://cms4files1.revize.com/wenhamma/4-6-23%20ATE%20Results%20FINAL.pdf
Wenham,2024,HOST_ONLY,wenhamma.gov,https://www.wenhamma.gov/Archive.aspx?ADID=1278
Wenham,2025,HOST_ONLY,wenhamma.gov,https://www.wenhamma.gov/Archive.aspx?ADID=1281
Warren,2021,HOST_ONLY,warren-ma.gov,https://www.warren-ma.gov/home/news/election-results-may-6-2025
Warren,2022,HOST_ONLY,warren-ma.gov,https://www.warren-ma.gov/sites/g/files/vyhlif3996/f/news/revised_final_plan_-_warren_2024.pdf
